time,acc_x,acc_y,acc_z,gyo_x,gyo_y,gyo_z
2017-01-13_14:36:08.195,-76,-26,3870,-107,-45,-26
2017-01-13_14:36:08.199,-68,-18,3831,-80,-29,-33
2017-01-13_14:36:08.202,-88,-37,3835,-69,-27,-13
2017-01-13_14:36:08.206,-87,-51,3905,-85,-30,218
2017-01-13_14:36:08.210,-103,-6,3846,-93,-61,-4
2017-01-13_14:36:08.213,-89,-38,3857,-129,-42,-37
2017-01-13_14:36:08.217,-89,-57,3848,-129,-45,-29
2017-01-13_14:36:08.220,-67,-29,3873,-96,-40,-13
2017-01-13_14:36:08.224,-91,-23,3853,-118,-32,-7
2017-01-13_14:36:08.228,-88,-27,3890,-87,-18,-37
2017-01-13_14:36:08.231,-72,-36,3849,-109,-24,-33
2017-01-13_14:36:08.235,-58,-32,3875,-104,-35,217
2017-01-13_14:36:08.238,-81,-42,3875,-122,-37,-43
2017-01-13_14:36:08.242,-81,-35,3871,-120,-20,-35
2017-01-13_14:36:08.246,-65,-59,3833,-94,-29,-36
2017-01-13_14:36:08.249,-57,-44,3850,-98,-48,-52
2017-01-13_14:36:08.253,-100,-57,3894,-52,-25,-33
2017-01-13_14:36:08.256,-70,-31,3828,-64,-35,-22
2017-01-13_14:36:08.260,-91,-30,3871,-128,-24,-18
2017-01-13_14:36:08.264,-59,-17,3873,-130,-21,-32
2017-01-13_14:36:08.268,-69,-36,3882,-141,-27,-32
2017-01-13_14:36:08.272,-45,-13,3853,-114,-18,-23
2017-01-13_14:36:08.275,-71,-40,3872,-84,-27,-14
2017-01-13_14:36:08.279,-68,-31,3877,-66,-29,-27
2017-01-13_14:36:08.282,-58,-32,3865,-95,-37,-2
2017-01-13_14:36:08.285,-59,-55,3839,-120,-24,-45
2017-01-13_14:36:08.289,-98,-32,3848,-112,-24,-16
2017-01-13_14:36:08.292,-59,-46,3855,-126,-45,-8
2017-01-13_14:36:08.296,-75,-11,3859,-119,-45,-11
2017-01-13_14:36:08.300,-68,-27,3851,-91,-23,-12
2017-01-13_14:36:08.303,-61,-55,3862,-86,-18,226
2017-01-13_14:36:08.307,-67,-46,3878,-104,-36,-18
2017-01-13_14:36:08.311,-62,-41,3863,-89,-34,-28
2017-01-13_14:36:08.314,-74,-46,3854,-129,-35,-29
2017-01-13_14:36:08.318,-76,-48,3881,-129,-29,-32
2017-01-13_14:36:08.321,-77,-44,3870,-114,-36,-45
2017-01-13_14:36:08.326,-78,-40,3867,-106,-20,-25
2017-01-13_14:36:08.330,-74,-36,3874,-82,-12,-53
2017-01-13_14:36:08.333,-92,-37,3863,-100,-44,184
2017-01-13_14:36:08.337,-63,-39,4094,-73,-13,-13
2017-01-13_14:36:08.340,-97,-42,3896,-118,-44,-52
2017-01-13_14:36:08.344,-87,-96,3813,-95,-189,149
2017-01-13_14:36:08.348,219,143,3797,-106,-28,-46
2017-01-13_14:36:08.351,-185,-79,3731,-122,-16,249
2017-01-13_14:36:08.355,69,57,3783,-60,-56,-247
2017-01-13_14:36:08.359,-21,-109,3767,-72,-66,-12
2017-01-13_14:36:08.362,51,250,3758,-75,-71,-240
2017-01-13_14:36:08.366,-14,-74,3833,-104,-62,-2
2017-01-13_14:36:08.369,-19,-19,3784,-110,-4,213
2017-01-13_14:36:08.373,-37,-70,3829,-122,-60,-242
2017-01-13_14:36:08.376,-239,-63,3766,-98,-27,-28
2017-01-13_14:36:08.380,-27,-1,3839,-79,-73,-3
2017-01-13_14:36:08.383,21,-5,3591,-87,-43,-24
2017-01-13_14:36:08.387,-252,-16,3813,-100,-46,-23
2017-01-13_14:36:08.390,-19,216,3803,-113,-19,-23
2017-01-13_14:36:08.394,16,-9,3622,-143,-36,-15
2017-01-13_14:36:08.397,-22,-15,3837,-140,-20,-31
2017-01-13_14:36:08.401,-18,-25,3845,-76,-44,-21
2017-01-13_14:36:08.405,-26,-51,3808,-96,-25,-24
2017-01-13_14:36:08.408,-23,-40,3860,-87,-32,-44
2017-01-13_14:36:08.412,-24,-41,3635,-85,-47,-25
2017-01-13_14:36:08.415,-29,-28,3846,-119,-32,-24
2017-01-13_14:36:08.419,-38,-19,3886,-146,-49,-25
2017-01-13_14:36:08.423,-42,-45,3851,-117,-34,-35
2017-01-13_14:36:08.426,-12,223,3898,-87,-46,-14
2017-01-13_14:36:08.430,-71,-53,3642,-75,-16,-35
2017-01-13_14:36:08.434,207,-14,3837,-93,-29,-7
2017-01-13_14:36:08.437,-63,-9,3917,-87,-14,-14
2017-01-13_14:36:08.441,-65,-28,3630,-115,-35,-47
2017-01-13_14:36:08.444,-40,-40,3855,-145,-45,-25
2017-01-13_14:36:08.448,-28,-47,3894,-100,-27,-15
2017-01-13_14:36:08.452,-98,-92,3872,-106,-39,-38
2017-01-13_14:36:08.455,-8,-45,3848,-78,-47,-9
2017-01-13_14:36:08.459,-140,-58,3927,-87,-17,-13
2017-01-13_14:36:08.462,-32,-20,3922,-118,-38,-20
2017-01-13_14:36:08.466,-117,-26,3883,-133,-19,224
2017-01-13_14:36:08.470,-111,-51,3911,-117,-29,-14
2017-01-13_14:36:08.474,-92,-36,3901,-105,-10,-49
2017-01-13_14:36:08.477,-114,-50,3878,-90,-16,-13
2017-01-13_14:36:08.481,-94,-73,3883,-56,-21,-11
2017-01-13_14:36:08.484,-75,-37,3904,-68,-13,-238
2017-01-13_14:36:08.488,-89,-24,3842,-104,-21,-31
2017-01-13_14:36:08.492,-104,-7,3846,-101,-24,-42
2017-01-13_14:36:08.495,-103,-33,3890,-115,-13,-17
2017-01-13_14:36:08.499,-60,-33,3869,-119,-47,-28
2017-01-13_14:36:08.502,-128,-32,3839,-96,-44,-35
2017-01-13_14:36:08.506,-66,-39,4067,-80,-43,-61
2017-01-13_14:36:08.510,-106,-42,3837,-90,-44,-20
2017-01-13_14:36:08.513,-92,-29,3843,-106,-22,199
2017-01-13_14:36:08.517,-78,-52,3869,-119,-32,-14
2017-01-13_14:36:08.520,-114,-4,3859,-105,-33,-2
2017-01-13_14:36:08.524,-115,-22,3849,-97,-11,-39
2017-01-13_14:36:08.528,-100,-33,3835,-99,-11,-43
2017-01-13_14:36:08.531,-75,-32,3818,-68,-43,-41
2017-01-13_14:36:08.535,-48,-45,3855,-81,-63,-27
2017-01-13_14:36:08.538,-88,-21,3851,-90,-255,-9
2017-01-13_14:36:08.542,-62,-22,3818,-111,-29,-21
2017-01-13_14:36:08.546,-72,-37,3853,-130,-55,-11
2017-01-13_14:36:08.549,-100,-27,3844,-100,-55,225
2017-01-13_14:36:08.553,-44,-37,3807,-99,-36,-5
2017-01-13_14:36:08.557,-96,-51,3817,-76,-38,-13
2017-01-13_14:36:08.560,-69,-55,3867,-77,-35,-250
2017-01-13_14:36:08.564,-26,-17,3809,-85,-65,-27
2017-01-13_14:36:08.567,-63,-24,3835,-114,-46,-18
2017-01-13_14:36:08.571,-74,8,3625,-141,-67,-41
2017-01-13_14:36:08.575,-72,-58,3826,-96,-37,-17
2017-01-13_14:36:08.579,-37,-3,3869,-103,-24,-35
2017-01-13_14:36:08.582,-79,-33,3912,-83,-3,-19
2017-01-13_14:36:08.586,-32,-34,3887,-84,-6,-15
2017-01-13_14:36:08.589,-64,-29,3901,-121,-27,237
2017-01-13_14:36:08.593,-90,-42,3889,-88,-10,205
2017-01-13_14:36:08.597,-68,-35,3871,-130,235,-33
2017-01-13_14:36:08.600,-70,-14,3843,-124,-30,186
2017-01-13_14:36:08.604,-53,-46,3895,-87,-43,-3
2017-01-13_14:36:08.607,-80,-21,3864,-76,-20,-48
2017-01-13_14:36:08.611,-73,-42,3880,-89,-17,-42
2017-01-13_14:36:08.614,-88,-40,3858,-96,202,-31
2017-01-13_14:36:08.618,-91,-46,3859,-126,-6,-18
2017-01-13_14:36:08.622,-82,-8,3860,-122,-35,-15
2017-01-13_14:36:08.625,-88,-24,3851,-144,-254,-243
2017-01-13_14:36:08.629,-78,-71,3847,-94,-38,-22
2017-01-13_14:36:08.633,-55,-24,3815,-94,-19,211
2017-01-13_14:36:08.636,-87,-44,3886,-85,-24,-6
2017-01-13_14:36:08.640,-75,-39,3863,-83,-32,-10
2017-01-13_14:36:08.643,-97,-50,3846,-127,-50,-8
2017-01-13_14:36:08.647,-72,-48,3890,-120,-25,-16
2017-01-13_14:36:08.650,-83,-26,3874,-99,-25,-1
2017-01-13_14:36:08.654,-92,-15,3889,-98,-14,-22
2017-01-13_14:36:08.658,-80,-36,3859,-82,-3,-251
2017-01-13_14:36:08.661,-83,-35,3875,-120,-244,-2
2017-01-13_14:36:08.665,-83,-49,3830,-103,-34,-9
2017-01-13_14:36:08.669,-52,-56,3849,-102,-42,-12
2017-01-13_14:36:08.672,-83,-42,3833,-111,-21,-21
2017-01-13_14:36:08.676,-39,-20,3840,-120,-34,-11
2017-01-13_14:36:08.680,-100,-37,3833,-94,-38,-31
2017-01-13_14:36:08.683,-28,-11,3861,-75,-24,-25
2017-01-13_14:36:08.687,-48,-37,3836,-95,-34,-35
2017-01-13_14:36:08.690,-42,-40,3822,-100,-32,-36
2017-01-13_14:36:08.694,-63,-37,3833,-96,-47,-21
2017-01-13_14:36:08.698,-66,-47,3799,-123,-51,-21
2017-01-13_14:36:08.701,-46,-15,3866,-127,-36,-53
2017-01-13_14:36:08.705,-35,-36,3791,-107,-51,-14
2017-01-13_14:36:08.708,-73,-52,3832,-86,-31,-20
2017-01-13_14:36:08.712,-53,-41,3870,-68,-28,-7
2017-01-13_14:36:08.715,-70,-39,3870,-81,-39,-40
2017-01-13_14:36:08.719,-32,-33,3896,-125,-29,-30
2017-01-13_14:36:08.723,-48,-53,3885,-124,-13,-13
2017-01-13_14:36:08.726,-56,-48,3865,-121,-37,-2
2017-01-13_14:36:08.730,-96,-33,3882,-117,-29,-8
2017-01-13_14:36:08.733,-12,-10,3835,-74,-38,-253
2017-01-13_14:36:08.737,-54,-57,3840,-103,-64,-64
2017-01-13_14:36:08.741,-21,4,3851,-88,-48,-24
2017-01-13_14:36:08.744,-38,-75,3918,-109,-55,-28
2017-01-13_14:36:08.748,63,36,3881,-109,-31,-3
2017-01-13_14:36:08.751,-92,-64,3798,-118,-30,-29
2017-01-13_14:36:08.755,65,-21,3869,-101,-27,-50
2017-01-13_14:36:08.759,-55,-63,3952,-103,-19,210
2017-01-13_14:36:08.763,150,-12,3873,-55,-21,-41
2017-01-13_14:36:08.766,26,-256,3872,-117,-18,-2
2017-01-13_14:36:08.770,-79,-36,3717,-108,-32,-8
2017-01-13_14:36:08.774,54,-16,3844,-125,-17,-34
2017-01-13_14:36:08.777,-25,-76,3860,-127,-56,-29
2017-01-13_14:36:08.781,173,-57,3865,-78,-17,-29
2017-01-13_14:36:08.784,-7,-31,3881,-90,-57,-249
2017-01-13_14:36:08.788,-63,-75,4086,-96,-19,-53
2017-01-13_14:36:08.791,-89,-25,3839,-95,-17,-29
2017-01-13_14:36:08.795,-65,-28,3875,-123,-71,-248
2017-01-13_14:36:08.799,-28,-33,3627,-132,-44,-15
2017-01-13_14:36:08.802,-51,-22,3861,-144,-40,-248
2017-01-13_14:36:08.806,-50,-29,3914,-107,-58,-25
2017-01-13_14:36:08.809,-62,-44,3850,-89,-53,-247
2017-01-13_14:36:08.813,-64,-22,3826,-72,-48,-22
2017-01-13_14:36:08.817,-49,-44,3891,-86,-47,-2
2017-01-13_14:36:08.820,-69,-15,3842,-111,-35,-14
2017-01-13_14:36:08.824,-18,-11,3851,-106,-33,-16
2017-01-13_14:36:08.827,-59,-16,3825,-121,-32,-28
2017-01-13_14:36:08.831,-56,-7,3845,-84,-31,-29
2017-01-13_14:36:08.835,-71,-43,3867,-81,-16,-14
2017-01-13_14:36:08.838,-64,-24,3883,-80,-34,-42
2017-01-13_14:36:08.842,-100,-18,3861,-94,-37,-3
2017-01-13_14:36:08.846,-72,-23,3598,-133,-43,-25
2017-01-13_14:36:08.850,-94,-42,3862,-123,-25,-59
2017-01-13_14:36:08.854,-78,-5,3871,-133,-27,-14
2017-01-13_14:36:08.857,-74,-44,3804,-108,-43,-40
2017-01-13_14:36:08.861,-97,-22,3857,-90,-42,-7
2017-01-13_14:36:08.864,-60,-38,3882,-92,-58,-25
2017-01-13_14:36:08.868,-42,-33,3865,-80,-66,-21
2017-01-13_14:36:08.871,-96,-31,3827,-90,-30,-37
2017-01-13_14:36:08.875,-51,-30,3603,-111,-48,-33
2017-01-13_14:36:08.879,-98,-34,3872,-127,-33,-39
2017-01-13_14:36:08.882,-16,-35,3837,-116,-30,-17
2017-01-13_14:36:08.885,-70,-28,3839,-82,-3,-9
2017-01-13_14:36:08.889,-83,-34,3878,-99,-25,-3
2017-01-13_14:36:08.892,-45,-61,3836,-78,-50,-228
2017-01-13_14:36:08.896,-47,-36,3874,-93,-24,-13
2017-01-13_14:36:08.900,-67,-49,3873,-102,-32,-254
2017-01-13_14:36:08.903,-40,-50,3848,-130,-30,-24
2017-01-13_14:36:08.907,-66,-37,3863,-102,-46,-23
2017-01-13_14:36:08.911,-40,-26,3876,-77,-29,-254
2017-01-13_14:36:08.915,-76,-42,3843,-70,-38,-6
2017-01-13_14:36:08.919,-34,-9,3841,-86,-47,-37
2017-01-13_14:36:08.922,-91,-27,3884,-110,-37,-48
2017-01-13_14:36:08.926,-28,-31,3868,-119,-32,-43
2017-01-13_14:36:08.929,-70,-29,3867,-134,-36,-24
2017-01-13_14:36:08.933,-81,-19,3866,-130,-13,-37
2017-01-13_14:36:08.937,-105,-13,3891,-105,-38,-9
2017-01-13_14:36:08.940,-96,0,3874,-103,-44,-19
2017-01-13_14:36:08.944,-96,-42,3899,-66,-17,-53
2017-01-13_14:36:08.947,-84,-24,3882,-74,-27,-40
2017-01-13_14:36:08.951,-96,-44,3847,-132,-25,-21
2017-01-13_14:36:08.955,-70,-33,3863,-106,-15,-246
2017-01-13_14:36:08.958,-125,-53,3896,-104,-25,-42
2017-01-13_14:36:08.962,-65,-47,3870,-115,-25,-43
2017-01-13_14:36:08.965,-94,-24,3874,-74,-28,-29
2017-01-13_14:36:08.969,-66,-27,3869,-99,-13,-28
2017-01-13_14:36:08.973,-59,-37,3819,-82,-35,-27
2017-01-13_14:36:08.976,-72,-30,3813,-100,-50,-248
2017-01-13_14:36:08.980,-90,-28,3886,-127,-54,-18
2017-01-13_14:36:08.983,-68,-28,3875,-100,-67,-37
2017-01-13_14:36:08.986,-107,-44,3872,-114,-27,-25
2017-01-13_14:36:08.990,-87,-48,3868,-49,-26,-14
2017-01-13_14:36:08.994,-109,-27,3867,-75,-11,-2
2017-01-13_14:36:08.997,-79,-42,3849,-72,-19,-22
2017-01-13_14:36:09.001,-34,-48,3903,-91,-37,189
2017-01-13_14:36:09.004,-66,-30,3846,-109,-11,-6
2017-01-13_14:36:09.008,-82,-36,3865,-106,-37,-2
2017-01-13_14:36:09.012,-81,-53,3907,-85,-14,-31
2017-01-13_14:36:09.015,-96,-31,3889,-69,-49,-15
2017-01-13_14:36:09.019,-72,-42,3826,-59,-30,-38
2017-01-13_14:36:09.022,-65,-2,3853,-70,-44,-7
2017-01-13_14:36:09.026,-53,-27,3809,-87,-16,-32
2017-01-13_14:36:09.030,-56,-29,3878,-158,-30,-22
2017-01-13_14:36:09.033,-62,-69,3839,-113,-28,-51
2017-01-13_14:36:09.037,-98,-36,3863,-78,-17,-17
2017-01-13_14:36:09.041,-83,-30,3855,-79,-27,-14
2017-01-13_14:36:09.045,-81,-33,3629,-56,-21,-10
2017-01-13_14:36:09.049,-84,-6,3889,-63,-18,-7
2017-01-13_14:36:09.052,-86,-54,3841,-137,-25,-48
2017-01-13_14:36:09.056,-56,-32,3864,-119,-31,-22
2017-01-13_14:36:09.059,-71,-52,3859,-129,-46,-22
2017-01-13_14:36:09.063,-84,-47,3868,-127,-29,-24
2017-01-13_14:36:09.067,-57,-46,3836,-72,-17,2
2017-01-13_14:36:09.070,-79,-53,3878,-91,-32,222
2017-01-13_14:36:09.074,-86,-9,3873,-99,-48,-240
2017-01-13_14:36:09.078,-73,-62,3833,-140,-25,-7
2017-01-13_14:36:09.081,-74,-31,3909,-133,-16,-242
2017-01-13_14:36:09.084,-40,-44,3848,-130,-72,-28
2017-01-13_14:36:09.088,-59,-11,3827,-115,-54,-13
2017-01-13_14:36:09.091,-39,-26,3609,-73,-46,-7
2017-01-13_14:36:09.095,-53,-9,3826,-92,-33,-24
2017-01-13_14:36:09.099,-64,-52,3743,-49,-112,-59
2017-01-13_14:36:09.102,-321,-30,3917,-69,-18,155
2017-01-13_14:36:09.106,-130,-52,3817,-135,-68,-20
2017-01-13_14:36:09.109,-6,-20,3814,-128,-23,-37
2017-01-13_14:36:09.113,-35,-41,3810,-84,-38,-28
2017-01-13_14:36:09.117,-23,-51,3774,-73,-29,-30
2017-01-13_14:36:09.120,6,-35,3593,-83,-27,-10
2017-01-13_14:36:09.124,-62,-40,3809,-87,-50,-12
2017-01-13_14:36:09.127,-70,-19,3850,-95,-40,-20
2017-01-13_14:36:09.131,-63,-24,3845,-134,-9,-17
2017-01-13_14:36:09.135,-67,-18,3800,-116,-35,-18
2017-01-13_14:36:09.138,-54,-13,3886,-131,-43,-6
2017-01-13_14:36:09.142,-78,11,3797,-96,-43,-29
2017-01-13_14:36:09.146,-51,-32,3849,-97,-34,-25
2017-01-13_14:36:09.150,-67,-55,3869,-66,-49,-1
2017-01-13_14:36:09.154,-70,-15,3837,-107,-43,-5
2017-01-13_14:36:09.157,-95,-29,3869,-89,-20,-29
2017-01-13_14:36:09.161,-76,-49,3878,-119,-19,-4
2017-01-13_14:36:09.164,-80,-74,3849,-108,-43,-253
2017-01-13_14:36:09.168,-46,-41,3850,-88,-43,-21
2017-01-13_14:36:09.171,-86,-59,3863,-81,-49,-31
2017-01-13_14:36:09.175,-18,-61,3817,-91,-42,-46
2017-01-13_14:36:09.179,-52,-32,3869,-100,-40,-41
2017-01-13_14:36:09.182,-104,-27,3881,-122,-64,-31
2017-01-13_14:36:09.186,-77,4,3864,-122,-52,-23
2017-01-13_14:36:09.190,-111,-3,3844,-119,-31,-20
2017-01-13_14:36:09.193,-70,-52,3849,-99,-49,-25
2017-01-13_14:36:09.197,-35,-27,3853,-72,-77,-56
2017-01-13_14:36:09.200,-70,-5,3843,-83,-40,-25
2017-01-13_14:36:09.204,-74,-44,3856,-103,-33,-17
2017-01-13_14:36:09.208,-32,-19,3815,-108,-22,-35
2017-01-13_14:36:09.211,-35,-31,3863,-135,-32,-17
2017-01-13_14:36:09.215,-43,-40,3865,-118,-4,-6
2017-01-13_14:36:09.218,-75,-46,3844,-105,-24,-40
2017-01-13_14:36:09.222,-68,-15,3823,-75,-25,-24
2017-01-13_14:36:09.225,-54,-37,3857,-73,-48,-32
2017-01-13_14:36:09.229,-39,-41,3827,-123,-28,-9
2017-01-13_14:36:09.233,-40,-7,3594,-96,-37,-14
2017-01-13_14:36:09.236,-71,-36,3843,-118,-38,-22
2017-01-13_14:36:09.240,-58,-256,3857,-134,234,-50
2017-01-13_14:36:09.243,176,200,3787,-109,-123,192
2017-01-13_14:36:09.247,-18,125,3759,-108,-72,-29
