time,acc_x,acc_y,acc_z,gyo_x,gyo_y,gyo_z
2017-01-13_11:30:35.648,112,-971,3830,-129,-31,-21
2017-01-13_11:30:35.651,83,-954,3786,-104,-31,-28
2017-01-13_11:30:35.656,132,-952,3837,-105,-31,-33
2017-01-13_11:30:35.659,118,-965,3814,-73,-26,-20
2017-01-13_11:30:35.663,111,-982,3807,-128,-51,-18
2017-01-13_11:30:35.666,80,-994,3805,-124,-25,-12
2017-01-13_11:30:35.669,120,-989,3813,-131,-30,-27
2017-01-13_11:30:35.673,119,-974,3859,-110,-58,240
2017-01-13_11:30:35.677,121,-967,3809,-99,-34,13
2017-01-13_11:30:35.680,119,-965,3808,-84,-55,-239
2017-01-13_11:30:35.684,131,-974,3772,-94,-42,-17
2017-01-13_11:30:35.688,127,-991,3803,-95,-35,-31
2017-01-13_11:30:35.691,134,-972,3825,-129,-43,-28
2017-01-13_11:30:35.695,121,-995,3811,-108,-28,-37
2017-01-13_11:30:35.698,116,-965,3767,-111,-14,-35
2017-01-13_11:30:35.702,135,-976,3777,-116,-64,-44
2017-01-13_11:30:35.706,172,-990,3771,-75,-24,-51
2017-01-13_11:30:35.709,121,-969,3810,-75,-43,-49
2017-01-13_11:30:35.713,154,-1000,3773,-83,-28,-47
2017-01-13_11:30:35.717,158,-993,3808,-99,-45,-52
2017-01-13_11:30:35.720,163,-1271,3783,-86,-31,-58
2017-01-13_11:30:35.724,126,-1004,4071,-126,-23,194
2017-01-13_11:30:35.727,140,-979,3830,-84,-34,-18
2017-01-13_11:30:35.731,138,-1015,3823,-105,-48,226
2017-01-13_11:30:35.735,139,-977,3838,-81,-27,-35
2017-01-13_11:30:35.738,137,-984,3796,-83,-30,-254
2017-01-13_11:30:35.742,177,-949,3811,-118,-30,-39
2017-01-13_11:30:35.746,111,-947,3801,-108,-38,-35
2017-01-13_11:30:35.749,157,-941,3825,-121,-7,-31
2017-01-13_11:30:35.753,113,-936,3796,-94,-37,-18
2017-01-13_11:30:35.757,124,-934,3819,-107,-29,-24
2017-01-13_11:30:35.760,98,-945,3846,-61,-46,-32
2017-01-13_11:30:35.764,144,-946,3819,-82,-14,-29
2017-01-13_11:30:35.767,152,-958,3810,-103,-33,-22
2017-01-13_11:30:35.771,147,-949,3796,-102,-32,238
2017-01-13_11:30:35.774,132,-950,3796,-119,-13,-8
2017-01-13_11:30:35.778,140,-938,3784,-111,-13,232
2017-01-13_11:30:35.781,145,-978,3776,-76,-8,-229
2017-01-13_11:30:35.786,133,-976,3776,-86,-1,-240
2017-01-13_11:30:35.789,126,-995,3805,-78,-18,-12
2017-01-13_11:30:35.792,123,-992,3816,-120,-18,-4
2017-01-13_11:30:35.796,112,-1008,3851,-114,-18,-31
2017-01-13_11:30:35.800,168,-1005,3814,-125,-19,231
2017-01-13_11:30:35.803,135,-1017,3790,-124,-22,-6
2017-01-13_11:30:35.808,130,-983,3799,-118,-16,-6
2017-01-13_11:30:35.811,128,-997,3842,-75,-27,-3
2017-01-13_11:30:35.815,154,-1279,3822,-87,-17,-6
2017-01-13_11:30:35.818,130,-1010,3812,-94,-16,-20
2017-01-13_11:30:35.822,156,-1022,3810,-124,222,-36
2017-01-13_11:30:35.826,125,-1010,3831,-116,-10,-29
2017-01-13_11:30:35.829,132,-996,3809,-97,229,-11
2017-01-13_11:30:35.833,113,-1002,3797,-99,-17,-12
2017-01-13_11:30:35.836,109,-994,3796,-79,-33,-24
2017-01-13_11:30:35.840,104,-978,3828,-71,-27,-16
2017-01-13_11:30:35.844,83,-976,3796,-82,-11,-6
2017-01-13_11:30:35.847,91,-960,3807,-102,-2,238
2017-01-13_11:30:35.851,111,-1000,3829,-129,-10,-25
2017-01-13_11:30:35.855,70,-966,3798,-127,-20,224
2017-01-13_11:30:35.858,89,-973,3824,-88,-22,-10
2017-01-13_11:30:35.862,63,-983,3792,-73,-26,-39
2017-01-13_11:30:35.865,111,-993,3801,-84,-62,-19
2017-01-13_11:30:35.869,68,-993,3817,-85,-9,-24
2017-01-13_11:30:35.872,106,-1000,3818,-121,-19,-14
2017-01-13_11:30:35.876,83,-984,3795,-116,-38,-31
2017-01-13_11:30:35.879,97,-991,3785,-128,-57,-32
2017-01-13_11:30:35.883,84,-1001,3827,-69,-47,-39
2017-01-13_11:30:35.887,75,-988,3802,-79,-43,205
2017-01-13_11:30:35.890,89,-987,3806,-94,-50,-3
2017-01-13_11:30:35.894,122,-1013,3800,-89,-48,-17
2017-01-13_11:30:35.897,111,-968,3806,-125,-34,-9
2017-01-13_11:30:35.901,137,-982,3785,-128,-43,-256
2017-01-13_11:30:35.905,126,-1000,3782,-115,-19,-61
2017-01-13_11:30:35.908,130,-960,3846,-78,-44,-37
2017-01-13_11:30:35.912,104,-984,3853,-90,-45,-46
2017-01-13_11:30:35.915,121,-948,3799,-70,-39,-40
2017-01-13_11:30:35.919,126,-963,3810,-75,-42,-22
2017-01-13_11:30:35.923,117,-955,3823,-75,-48,-52
2017-01-13_11:30:35.926,116,-961,3835,-132,-61,-251
2017-01-13_11:30:35.930,124,-946,3820,-136,-44,-30
2017-01-13_11:30:35.933,95,-986,3831,-114,-34,-25
2017-01-13_11:30:35.937,110,-958,3785,-89,-55,-19
2017-01-13_11:30:35.941,117,-949,3772,-106,-53,-8
2017-01-13_11:30:35.944,112,-938,3820,-64,-38,-72
2017-01-13_11:30:35.948,111,-946,3805,-126,-52,-53
2017-01-13_11:30:35.952,126,-933,3829,-129,-38,-43
2017-01-13_11:30:35.956,120,-962,3780,-123,-51,-22
2017-01-13_11:30:35.959,160,-962,3816,-121,-34,-31
2017-01-13_11:30:35.963,142,-988,3813,-114,-55,-28
2017-01-13_11:30:35.967,139,-974,3828,-111,-52,-25
2017-01-13_11:30:35.970,141,-979,3825,-83,-48,-36
2017-01-13_11:30:35.973,150,-995,3799,-147,-54,-51
2017-01-13_11:30:35.977,150,-986,3842,-140,-42,-29
2017-01-13_11:30:35.980,162,-981,3826,-132,-31,-39
2017-01-13_11:30:35.984,144,-967,3852,-118,-42,-18
2017-01-13_11:30:35.988,153,-985,3769,-105,-34,-43
2017-01-13_11:30:35.991,140,-982,3783,-76,-36,-34
2017-01-13_11:30:35.995,167,-1002,3793,-109,-19,-255
2017-01-13_11:30:35.999,151,-1013,3593,-98,-16,-24
2017-01-13_11:30:36.002,165,-984,3797,-146,-30,-251
2017-01-13_11:30:36.006,161,-1005,3825,-134,-35,-6
2017-01-13_11:30:36.009,153,-1004,3839,-114,-15,219
2017-01-13_11:30:36.013,164,-1015,3811,-100,-23,-31
2017-01-13_11:30:36.017,169,-1002,3782,-99,-36,-29
2017-01-13_11:30:36.020,132,-1002,3803,-89,-20,-3
2017-01-13_11:30:36.024,152,-984,3811,-116,-38,-33
2017-01-13_11:30:36.027,148,-1010,3785,-142,-16,-9
2017-01-13_11:30:36.031,123,-1018,3819,-137,-22,-49
2017-01-13_11:30:36.035,125,-1003,3813,-104,-42,-3
2017-01-13_11:30:36.038,130,-992,3815,-116,-27,-11
2017-01-13_11:30:36.042,117,-998,3806,-71,-39,-28
2017-01-13_11:30:36.046,152,-1010,3809,-85,1,-39
2017-01-13_11:30:36.049,97,-991,3796,-108,-24,-8
2017-01-13_11:30:36.053,165,-998,3767,-104,-16,-9
2017-01-13_11:30:36.057,100,-995,3831,-118,-18,-11
2017-01-13_11:30:36.060,123,-981,3773,-107,-18,-251
2017-01-13_11:30:36.064,102,-952,3789,-111,-14,-1
2017-01-13_11:30:36.068,140,-965,3806,-100,-19,-16
2017-01-13_11:30:36.071,102,-954,3792,-98,-23,-252
2017-01-13_11:30:36.074,159,-956,3794,-105,-18,-5
2017-01-13_11:30:36.078,115,-987,3812,-123,-20,-14
2017-01-13_11:30:36.082,130,-980,3832,-151,-42,228
2017-01-13_11:30:36.085,103,-1006,3805,-124,-45,-3
2017-01-13_11:30:36.089,108,-991,3826,-77,-23,3
2017-01-13_11:30:36.092,119,-1030,3789,-80,-45,-251
2017-01-13_11:30:36.096,153,-1021,3837,-84,-43,-39
2017-01-13_11:30:36.100,116,-998,3840,-85,-29,-38
2017-01-13_11:30:36.103,151,-961,3825,-111,-28,-26
2017-01-13_11:30:36.107,145,-1004,3787,-131,-40,-64
2017-01-13_11:30:36.110,164,-1005,3796,-117,-40,-47
2017-01-13_11:30:36.114,91,-982,3811,-112,-33,-61
2017-01-13_11:30:36.118,124,-1004,3854,-73,-37,-64
2017-01-13_11:30:36.121,109,-979,3807,-75,-19,-46
2017-01-13_11:30:36.125,120,-972,3821,-103,-42,-54
2017-01-13_11:30:36.128,93,-975,3837,-113,-30,-36
2017-01-13_11:30:36.132,145,-912,3838,-147,-31,-106
2017-01-13_11:30:36.136,161,-875,3843,-157,-21,-117
2017-01-13_11:30:36.139,92,-939,3834,-158,-36,-98
2017-01-13_11:30:36.143,79,-1027,3819,-144,-33,-105
2017-01-13_11:30:36.147,99,-996,3800,-114,-43,-124
2017-01-13_11:30:36.150,125,-948,3822,-137,-66,-109
2017-01-13_11:30:36.154,109,-931,3814,-154,-30,-134
2017-01-13_11:30:36.158,114,-933,3841,-207,-27,-138
2017-01-13_11:30:36.162,136,-950,3835,-198,-55,-146
2017-01-13_11:30:36.165,96,-992,3859,-180,-32,-133
2017-01-13_11:30:36.169,130,-1008,3797,-184,-69,-159
2017-01-13_11:30:36.172,94,-1004,3786,-161,-58,-142
2017-01-13_11:30:36.176,99,-967,3810,-162,-55,-162
2017-01-13_11:30:36.179,105,-879,3811,-201,-76,-141
2017-01-13_11:30:36.183,126,-909,3817,-226,-67,-148
2017-01-13_11:30:36.186,67,-906,3816,-254,-62,-162
2017-01-13_11:30:36.190,38,-865,3767,-510,-81,-190
2017-01-13_11:30:36.194,6,-905,3813,-238,-129,-189
2017-01-13_11:30:36.197,99,-952,3876,-245,-117,-203
2017-01-13_11:30:36.201,117,-865,3834,-277,-113,-247
2017-01-13_11:30:36.204,118,-856,3807,-291,-120,-273
2017-01-13_11:30:36.208,72,-769,3795,-370,-122,-367
2017-01-13_11:30:36.212,75,-758,3803,-402,-137,-394
2017-01-13_11:30:36.215,54,-669,3722,-486,-175,-472
2017-01-13_11:30:36.219,92,-658,3781,-268,-169,-539
2017-01-13_11:30:36.223,179,-745,3866,-523,-163,-611
2017-01-13_11:30:36.226,214,-748,3886,-544,-176,-687
2017-01-13_11:30:36.230,240,-713,3870,-603,-170,-726
2017-01-13_11:30:36.233,253,-675,3869,-679,-142,-763
2017-01-13_11:30:36.238,488,-631,3829,-756,-143,-1005
2017-01-13_11:30:36.242,206,-610,3793,-811,-139,-817
2017-01-13_11:30:36.245,266,-616,3776,-896,-123,-782
2017-01-13_11:30:36.249,384,-679,3819,-878,-110,-786
2017-01-13_11:30:36.253,427,-834,3932,-900,-76,-775
2017-01-13_11:30:36.256,401,-846,3886,-975,-34,-795
2017-01-13_11:30:36.260,413,-831,3824,-983,-10,-523
2017-01-13_11:30:36.263,401,-806,3727,-1073,-26,-738
2017-01-13_11:30:36.267,333,-791,3659,-1123,21,-700
2017-01-13_11:30:36.271,316,-1019,3829,-1067,-1,-641
2017-01-13_11:30:36.274,158,-1206,4032,-1265,-34,-595
2017-01-13_11:30:36.278,215,-1201,3817,-985,-59,-606
2017-01-13_11:30:36.281,442,-1141,3744,-925,-16,-547
2017-01-13_11:30:36.285,489,-1102,3724,-932,56,-500
2017-01-13_11:30:36.289,467,-1115,3807,-914,64,-415
2017-01-13_11:30:36.292,168,-1132,3655,-897,50,-372
2017-01-13_11:30:36.296,180,-1126,3623,-904,62,-316
2017-01-13_11:30:36.299,160,-1234,3600,-851,9,-8
2017-01-13_11:30:36.303,52,-1283,3587,-777,-63,-180
2017-01-13_11:30:36.306,130,-1304,3619,-516,-40,-71
2017-01-13_11:30:36.310,265,-1211,3605,-983,-20,253
2017-01-13_11:30:36.314,309,-1249,3620,-513,-244,58
2017-01-13_11:30:36.317,313,-1308,3652,-712,19,134
2017-01-13_11:30:36.321,337,-1384,3837,-665,16,174
2017-01-13_11:30:36.324,411,-1417,3569,-596,63,217
2017-01-13_11:30:36.328,437,-1463,3559,-602,49,9
2017-01-13_11:30:36.332,296,-1429,3331,-571,80,272
2017-01-13_11:30:36.335,386,-1524,3630,-565,84,277
2017-01-13_11:30:36.339,380,-1575,3635,-585,109,358
2017-01-13_11:30:36.343,411,-1610,3656,-543,120,321
2017-01-13_11:30:36.346,416,-1710,3621,-486,143,354
2017-01-13_11:30:36.350,415,-1753,3759,-462,160,323
2017-01-13_11:30:36.353,383,-1729,3703,-422,172,377
2017-01-13_11:30:36.357,332,-1860,3800,-395,198,397
2017-01-13_11:30:36.361,290,-1882,3827,-396,219,440
2017-01-13_11:30:36.364,283,-1940,3800,-383,193,427
2017-01-13_11:30:36.368,272,-2037,3825,-337,185,484
2017-01-13_11:30:36.372,184,-2151,3790,-2,215,498
2017-01-13_11:30:36.375,159,-2203,3866,-175,233,547
2017-01-13_11:30:36.379,60,-2183,3779,-102,196,634
2017-01-13_11:30:36.382,99,-2158,3788,-30,210,661
2017-01-13_11:30:36.386,130,-2121,3733,-24,175,695
2017-01-13_11:30:36.390,152,-2157,3747,36,199,723
2017-01-13_11:30:36.393,170,-2131,3741,91,196,713
2017-01-13_11:30:36.397,9,-2211,3756,160,202,758
2017-01-13_11:30:36.401,-16,-2131,3768,238,213,762
2017-01-13_11:30:36.404,-31,-2123,3725,289,229,801
2017-01-13_11:30:36.408,-37,-2082,3743,340,222,797
2017-01-13_11:30:36.411,-33,-2033,3713,404,236,837
2017-01-13_11:30:36.415,-48,-1964,3729,438,231,817
2017-01-13_11:30:36.419,-120,-1930,3670,470,244,851
2017-01-13_11:30:36.422,-132,-1836,3661,545,242,884
2017-01-13_11:30:36.426,-116,-1789,3635,584,248,893
2017-01-13_11:30:36.430,-159,-1710,3594,634,509,891
2017-01-13_11:30:36.433,-182,-1675,3552,674,509,923
2017-01-13_11:30:36.437,-230,-1581,3569,670,232,901
2017-01-13_11:30:36.440,-243,-1462,3513,657,231,888
2017-01-13_11:30:36.444,-233,-1410,3482,662,210,886
2017-01-13_11:30:36.448,-226,-1406,3521,672,202,846
2017-01-13_11:30:36.451,-225,-1328,3514,699,191,772
2017-01-13_11:30:36.455,-231,-1279,3525,707,167,724
2017-01-13_11:30:36.458,-205,-1233,3592,720,149,647
2017-01-13_11:30:36.462,-235,-1224,3583,702,167,550
2017-01-13_11:30:36.466,-265,-1187,3586,725,117,442
2017-01-13_11:30:36.469,-312,-1243,3618,680,70,370
2017-01-13_11:30:36.473,-327,-1220,3699,700,-21,307
2017-01-13_11:30:36.476,-322,-1244,3721,749,-22,262
2017-01-13_11:30:36.480,-343,-1374,3680,791,-85,183
2017-01-13_11:30:36.484,-317,-1446,3660,819,-115,168
2017-01-13_11:30:36.487,-293,-1532,3663,873,-106,97
2017-01-13_11:30:36.491,-273,-1563,3743,908,-102,119
2017-01-13_11:30:36.494,-281,-1594,3724,957,-106,89
2017-01-13_11:30:36.498,-395,-1753,3781,1040,-161,89
2017-01-13_11:30:36.505,-360,-1669,3721,1188,-226,103
2017-01-13_11:30:36.509,-326,-1642,3703,1265,-255,139
2017-01-13_11:30:36.512,-257,-1593,3711,1036,-36,114
2017-01-13_11:30:36.516,-233,-1485,3675,1281,-10,93
2017-01-13_11:30:36.519,-144,-1402,3681,1314,-268,88
2017-01-13_11:30:36.523,-143,-1251,3663,1305,-257,51
2017-01-13_11:30:36.527,-227,-1183,3687,1315,-281,33
2017-01-13_11:30:36.530,-248,-1061,3711,1312,-311,-34
2017-01-13_11:30:36.534,-17,-921,3576,1321,-361,-56
2017-01-13_11:30:36.537,-23,-925,3853,1281,-269,-95
2017-01-13_11:30:36.541,-83,-704,3813,1254,-272,-129
2017-01-13_11:30:36.545,-309,-751,3928,1142,-314,-187
2017-01-13_11:30:36.548,-531,-345,3973,1057,-383,-208
2017-01-13_11:30:36.552,-568,-90,3746,968,-462,-215
2017-01-13_11:30:36.555,-417,-41,3766,876,-511,-201
2017-01-13_11:30:36.559,-442,38,3775,823,-265,-199
2017-01-13_11:30:36.563,-436,60,3920,700,-589,-238
2017-01-13_11:30:36.566,-610,108,3857,601,-620,-235
2017-01-13_11:30:36.570,-731,153,3900,260,-716,-254
2017-01-13_11:30:36.573,-405,145,3729,405,-736,-255
2017-01-13_11:30:36.577,-119,178,3589,332,-721,-4
2017-01-13_11:30:36.581,-47,99,3834,337,-706,-263
2017-01-13_11:30:36.584,-130,152,3900,304,-752,-280
2017-01-13_11:30:36.588,-166,156,3851,224,-520,-262
2017-01-13_11:30:36.591,-121,151,3727,162,-546,-287
2017-01-13_11:30:36.595,166,102,3725,112,-777,-300
2017-01-13_11:30:36.599,199,157,3713,56,-768,-295
2017-01-13_11:30:36.602,290,189,3789,4,-1013,-299
2017-01-13_11:30:36.606,195,143,3732,-1,-1018,-277
2017-01-13_11:30:36.609,294,207,3741,-69,-799,-315
2017-01-13_11:30:36.613,439,190,3653,-132,-784,-287
2017-01-13_11:30:36.617,338,166,3644,-177,-803,-288
2017-01-13_11:30:36.621,666,153,3704,-249,-763,-334
2017-01-13_11:30:36.625,714,183,3697,-307,-738,-336
2017-01-13_11:30:36.628,789,193,3712,-341,-723,-357
2017-01-13_11:30:36.631,860,193,3655,-396,-677,-382
2017-01-13_11:30:36.635,979,179,3687,-429,-654,-333
2017-01-13_11:30:36.638,1025,126,3760,-468,-592,-345
2017-01-13_11:30:36.642,1030,125,3827,-547,-558,-327
2017-01-13_11:30:36.645,1224,80,3862,-600,-533,-344
2017-01-13_11:30:36.650,944,16,3826,-670,-289,-315
2017-01-13_11:30:36.654,1003,14,4065,-710,-480,-281
2017-01-13_11:30:36.656,1017,-35,3812,-741,-439,-232
2017-01-13_11:30:36.661,1142,-59,3844,-779,-402,-202
2017-01-13_11:30:36.665,1117,-78,3884,-835,-365,-142
2017-01-13_11:30:36.668,1184,-143,3898,-936,-322,-91
2017-01-13_11:30:36.672,1139,-230,3918,-977,-242,-57
2017-01-13_11:30:36.676,1229,-240,3887,-811,-198,24
2017-01-13_11:30:36.679,1233,-284,3920,-1109,-107,57
2017-01-13_11:30:36.683,1266,-323,3954,-1140,-35,145
2017-01-13_11:30:36.686,1303,-416,4002,-1168,34,186
2017-01-13_11:30:36.690,1357,-479,3941,-1190,101,210
2017-01-13_11:30:36.694,1444,-562,3988,-1216,205,242
2017-01-13_11:30:36.697,1491,-624,3908,-1523,310,277
2017-01-13_11:30:36.701,1535,-694,3973,-1322,403,298
2017-01-13_11:30:36.704,1562,-778,3943,-1336,260,318
2017-01-13_11:30:36.708,1461,-851,3993,-1351,607,303
2017-01-13_11:30:36.712,1428,-963,3961,-1333,680,307
2017-01-13_11:30:36.715,1356,-1049,3943,-1309,767,316
2017-01-13_11:30:36.719,1300,-1091,3949,-1345,811,301
2017-01-13_11:30:36.722,1179,-1157,3939,-1402,864,302
2017-01-13_11:30:36.726,1135,-1187,3900,-1384,925,312
2017-01-13_11:30:36.730,1006,-1214,3872,-1410,956,308
2017-01-13_11:30:36.733,936,-1310,3903,-1397,998,275
2017-01-13_11:30:36.736,824,-1343,3939,-1375,1020,276
2017-01-13_11:30:36.740,735,-1387,3890,-1363,1026,506
2017-01-13_11:30:36.743,636,-1463,3863,-1369,1030,236
2017-01-13_11:30:36.747,570,-1499,3855,-1349,1041,209
2017-01-13_11:30:36.751,434,-1584,3784,-1348,1057,188
2017-01-13_11:30:36.754,388,-1680,3815,-1318,1064,151
2017-01-13_11:30:36.758,308,-1725,3762,-1261,1061,183
2017-01-13_11:30:36.761,256,-1766,3719,-1197,1047,150
2017-01-13_11:30:36.765,175,-1787,3743,-1134,1035,135
2017-01-13_11:30:36.769,95,-1845,3696,-1087,1037,140
2017-01-13_11:30:36.772,-18,-1885,3664,-1079,1272,108
2017-01-13_11:30:36.776,-71,-1923,3667,-1000,1040,137
2017-01-13_11:30:36.780,-129,-1909,3655,-927,1052,164
2017-01-13_11:30:36.783,-168,-1922,3673,-883,808,203
2017-01-13_11:30:36.787,-324,-1918,3630,-554,801,201
2017-01-13_11:30:36.791,-377,-1929,3604,-727,1022,244
2017-01-13_11:30:36.794,-442,-1940,3568,-654,991,479
2017-01-13_11:30:36.798,-495,-1973,3528,-672,984,293
2017-01-13_11:30:36.801,-618,-1986,3486,-592,965,328
2017-01-13_11:30:36.805,-697,-2026,3514,-522,956,335
2017-01-13_11:30:36.809,-762,-2009,3484,-482,894,374
2017-01-13_11:30:36.812,-814,-1944,3387,-382,876,373
2017-01-13_11:30:36.816,-860,-1949,3403,-344,830,366
2017-01-13_11:30:36.820,-850,-1957,3441,-295,779,397
2017-01-13_11:30:36.823,-906,-1957,3423,-511,732,373
2017-01-13_11:30:36.827,-1019,-1923,3398,-231,701,362
2017-01-13_11:30:36.830,-1050,-1916,3367,-205,669,329
2017-01-13_11:30:36.834,-1065,-1945,3416,-143,611,296
2017-01-13_11:30:36.838,-1176,-2003,3428,-91,532,268
2017-01-13_11:30:36.841,-1169,-1991,3476,-252,489,221
2017-01-13_11:30:36.845,-1239,-1942,3477,50,403,170
2017-01-13_11:30:36.849,-1279,-1946,3467,66,338,152
2017-01-13_11:30:36.852,-1309,-1911,3415,117,282,111
2017-01-13_11:30:36.856,-1294,-1849,3458,142,213,55
2017-01-13_11:30:36.859,-1249,-1898,3494,161,170,-8
2017-01-13_11:30:36.863,-1291,-1813,3524,192,87,-46
2017-01-13_11:30:36.867,-1289,-1796,3464,278,56,-86
2017-01-13_11:30:36.870,-1320,-1783,3531,274,-24,-181
2017-01-13_11:30:36.874,-1283,-1759,3511,320,-91,-177
2017-01-13_11:30:36.877,-1244,-1780,3577,288,-122,-193
2017-01-13_11:30:36.881,-1325,-1770,3537,323,-184,-204
2017-01-13_11:30:36.885,-1290,-1757,3560,356,-232,-496
2017-01-13_11:30:36.888,-1314,-1784,3515,408,-297,-276
2017-01-13_11:30:36.892,-1525,-1806,3571,455,-332,-294
2017-01-13_11:30:36.896,-1297,-1738,3557,505,-410,-318
2017-01-13_11:30:36.899,-1179,-1717,3592,258,-449,-313
2017-01-13_11:30:36.903,-1198,-1645,3573,506,-532,-351
2017-01-13_11:30:36.906,-1188,-1552,3550,259,-595,-387
2017-01-13_11:30:36.910,-1076,-1508,3576,512,-632,-437
2017-01-13_11:30:36.914,-1040,-1527,3599,765,-685,-496
2017-01-13_11:30:36.917,-973,-1576,3694,599,-733,-565
2017-01-13_11:30:36.921,-919,-1516,3681,610,-523,-613
2017-01-13_11:30:36.925,-862,-1393,3521,589,-822,-667
2017-01-13_11:30:36.928,-845,-1446,3642,616,-851,-734
2017-01-13_11:30:36.932,-842,-1470,3666,621,-896,-765
2017-01-13_11:30:36.935,-785,-1364,3657,622,-905,-819
2017-01-13_11:30:36.939,-619,-1340,3695,645,-954,-908
2017-01-13_11:30:36.943,-670,-1255,3602,652,-976,-951
2017-01-13_11:30:36.946,-673,-1276,3619,665,-1014,-992
2017-01-13_11:30:36.950,-554,-1256,3599,700,-1060,-997
2017-01-13_11:30:36.953,-438,-1278,3704,692,-1063,-1069
2017-01-13_11:30:36.957,-353,-1172,3608,673,-1111,-1151
2017-01-13_11:30:36.961,-384,-1075,3582,655,-1118,-1203
2017-01-13_11:30:36.964,-247,-1152,3581,700,-1109,-1244
