time,acc_x,acc_y,acc_z,gyo_x,gyo_y,gyo_z
2017-01-13_14:36:00.271,-57,-32,3867,-120,-36,-35
2017-01-13_14:36:00.274,-57,-26,3863,-114,-28,224
2017-01-13_14:36:00.277,-97,-70,3879,-124,-29,-8
2017-01-13_14:36:00.281,-87,-31,3872,-113,-18,-20
2017-01-13_14:36:00.285,-72,-29,3862,-82,-29,-13
2017-01-13_14:36:00.288,-68,-43,3865,-75,-30,-10
2017-01-13_14:36:00.292,-72,-24,3831,-94,-46,25
2017-01-13_14:36:00.295,-92,-58,3868,-91,-33,-1
2017-01-13_14:36:00.299,-67,-40,3869,-130,-31,-20
2017-01-13_14:36:00.303,-101,-37,3873,-114,-39,-2
2017-01-13_14:36:00.307,-81,-32,3882,-108,-30,-34
2017-01-13_14:36:00.310,-86,-33,3876,-80,-33,-26
2017-01-13_14:36:00.314,-55,-48,3864,-73,-35,-6
2017-01-13_14:36:00.318,-91,-35,3858,-95,-31,-42
2017-01-13_14:36:00.321,-79,-34,3863,-90,-4,-30
2017-01-13_14:36:00.324,-73,-24,3881,-116,-29,-36
2017-01-13_14:36:00.328,-77,-30,3867,-123,-29,-35
2017-01-13_14:36:00.332,-100,-13,3857,-129,-37,-13
2017-01-13_14:36:00.335,-70,-40,3875,-112,-35,-23
2017-01-13_14:36:00.339,-85,-27,3849,-72,-39,-30
2017-01-13_14:36:00.343,-90,-31,3838,-81,-18,-6
2017-01-13_14:36:00.346,-62,-33,3863,-101,-61,-19
2017-01-13_14:36:00.350,-83,-35,3857,-106,-20,-28
2017-01-13_14:36:00.353,-69,-48,3869,-120,-58,-25
2017-01-13_14:36:00.357,-70,-52,3871,-120,-41,202
2017-01-13_14:36:00.361,-100,-51,3906,-82,-26,-5
2017-01-13_14:36:00.365,-70,-33,3892,-62,-37,-237
2017-01-13_14:36:00.368,-76,-52,3865,-85,-23,-24
2017-01-13_14:36:00.372,-84,-19,3854,-88,-40,-14
2017-01-13_14:36:00.375,-65,-53,3871,-125,-37,-6
2017-01-13_14:36:00.379,-74,-35,3883,-121,-35,-31
2017-01-13_14:36:00.382,-96,-41,3867,-108,-42,-12
2017-01-13_14:36:00.386,-77,-37,3858,-129,-28,-6
2017-01-13_14:36:00.389,-85,-55,3881,-84,-38,-27
2017-01-13_14:36:00.393,-66,-15,3863,-79,-13,-37
2017-01-13_14:36:00.397,-90,-34,3904,-103,-35,-50
2017-01-13_14:36:00.400,-72,-57,3874,-103,-16,-47
2017-01-13_14:36:00.404,-82,-23,3867,-107,-22,-42
2017-01-13_14:36:00.407,-104,3,3601,-108,-21,-31
2017-01-13_14:36:00.411,-83,-19,3894,-82,-22,-10
2017-01-13_14:36:00.415,-90,-59,3861,-72,-20,-51
2017-01-13_14:36:00.418,-92,-47,3867,-79,-42,-2
2017-01-13_14:36:00.422,-66,-54,3820,-108,-13,-55
2017-01-13_14:36:00.425,-55,-31,3863,-93,-37,-35
2017-01-13_14:36:00.429,-88,-56,3864,-124,-29,-39
2017-01-13_14:36:00.433,-83,-50,3869,-129,-24,-61
2017-01-13_14:36:00.437,-73,-44,3867,-87,-38,-6
2017-01-13_14:36:00.440,-59,-32,3843,-85,-20,-243
2017-01-13_14:36:00.444,-60,-44,3819,-54,-33,-8
2017-01-13_14:36:00.447,-78,-40,3918,-71,-38,-37
2017-01-13_14:36:00.451,-69,-11,3864,-104,-34,-33
2017-01-13_14:36:00.455,-112,-34,3896,-129,-44,-25
2017-01-13_14:36:00.458,-88,-22,3874,-103,-44,-15
2017-01-13_14:36:00.462,-64,-13,3852,-93,-42,-30
2017-01-13_14:36:00.466,-47,-14,3902,-92,-38,-17
2017-01-13_14:36:00.470,-54,-49,3867,-82,-55,-13
2017-01-13_14:36:00.473,-55,-44,4086,-92,-37,-39
2017-01-13_14:36:00.477,-80,-33,3904,-100,-34,-7
2017-01-13_14:36:00.480,-88,-66,3861,-137,-24,-18
2017-01-13_14:36:00.484,-76,-32,3859,-117,-20,-17
2017-01-13_14:36:00.487,-72,-40,3841,-118,-29,-3
2017-01-13_14:36:00.491,-93,-27,3876,-75,-24,-26
2017-01-13_14:36:00.494,-80,-26,3860,-65,-22,-15
2017-01-13_14:36:00.498,-68,-34,3884,-98,-30,-50
2017-01-13_14:36:00.502,-65,-30,3871,-91,-35,-14
2017-01-13_14:36:00.506,-80,-42,3879,-117,-9,-51
2017-01-13_14:36:00.509,-96,-48,3867,-127,-29,-14
2017-01-13_14:36:00.513,-105,-2,3866,-95,-27,-22
2017-01-13_14:36:00.516,-103,-54,3868,-100,-45,-2
2017-01-13_14:36:00.520,-76,-47,3856,-76,-41,-15
2017-01-13_14:36:00.523,-70,-33,3870,-93,-17,-27
2017-01-13_14:36:00.527,-64,-31,3877,-122,-9,-11
2017-01-13_14:36:00.530,-90,-38,3892,-138,-7,-22
2017-01-13_14:36:00.534,-37,-50,3838,-124,-36,-24
2017-01-13_14:36:00.538,-82,-16,3867,-97,-23,-28
2017-01-13_14:36:00.541,-89,-27,3858,-84,-60,228
2017-01-13_14:36:00.545,-80,-27,3873,-95,-45,24
2017-01-13_14:36:00.548,-71,-27,3874,-92,-45,-242
2017-01-13_14:36:00.553,-98,-43,3886,-105,-52,-21
2017-01-13_14:36:00.556,-80,-24,3859,-93,-27,-25
2017-01-13_14:36:00.559,-92,-34,3878,-146,-47,206
2017-01-13_14:36:00.563,-66,-37,3901,-118,-29,-25
2017-01-13_14:36:00.567,-90,-37,3859,-88,-54,-58
2017-01-13_14:36:00.571,-79,-29,3855,-93,-10,-25
2017-01-13_14:36:00.574,-72,-4,3891,-80,-35,-55
2017-01-13_14:36:00.578,-74,-48,4089,-84,-18,-14
2017-01-13_14:36:00.582,-83,-26,3856,-102,-21,-39
2017-01-13_14:36:00.585,-47,-16,3873,-116,-21,-14
2017-01-13_14:36:00.589,-57,-7,3843,-116,-18,-29
2017-01-13_14:36:00.592,-96,-47,3851,-96,-35,-15
2017-01-13_14:36:00.596,-99,-69,3857,-53,-50,-36
2017-01-13_14:36:00.599,-60,-12,3824,-100,-50,-8
2017-01-13_14:36:00.603,-85,-25,3845,-95,-26,-12
2017-01-13_14:36:00.607,-62,-51,3840,-123,-30,-29
2017-01-13_14:36:00.610,-64,-40,3882,-104,-40,-18
2017-01-13_14:36:00.614,-75,-42,3882,-115,-16,-20
2017-01-13_14:36:00.618,-94,-40,3877,-104,-32,-28
2017-01-13_14:36:00.621,-78,-30,3888,-86,-27,-25
2017-01-13_14:36:00.625,-83,-20,3877,-83,-52,-24
2017-01-13_14:36:00.628,-61,-25,3875,-100,-34,-24
2017-01-13_14:36:00.632,-86,-54,3866,-96,-42,-32
2017-01-13_14:36:00.636,-53,-44,3911,-121,-40,-27
2017-01-13_14:36:00.639,-74,-37,3849,-95,-12,-32
2017-01-13_14:36:00.643,-42,-11,3864,-86,-49,197
2017-01-13_14:36:00.646,-96,-11,3829,-94,-24,-31
2017-01-13_14:36:00.650,-103,-27,3900,-59,-31,-41
2017-01-13_14:36:00.654,-84,-25,3870,-124,-32,-26
2017-01-13_14:36:00.657,-64,-31,3855,-112,-21,-31
2017-01-13_14:36:00.661,-84,-58,3859,-116,-40,-29
2017-01-13_14:36:00.665,-99,-55,3869,-113,-22,-49
2017-01-13_14:36:00.669,-90,-47,3871,-92,-56,-7
2017-01-13_14:36:00.672,-81,-25,3851,-73,-40,-14
2017-01-13_14:36:00.676,-80,-35,3866,-86,-39,-21
2017-01-13_14:36:00.679,-78,-40,3833,-76,-40,-13
2017-01-13_14:36:00.683,-116,-40,3874,-133,-38,-13
2017-01-13_14:36:00.687,-89,-26,3869,-138,-13,-253
2017-01-13_14:36:00.690,-98,-59,3848,-112,-25,199
2017-01-13_14:36:00.694,-51,-17,3857,-115,-36,214
2017-01-13_14:36:00.697,-56,-38,3857,-83,-33,-12
2017-01-13_14:36:00.701,-64,-33,3863,-80,-24,-22
2017-01-13_14:36:00.705,-72,-46,3873,-83,-35,-29
2017-01-13_14:36:00.708,-81,-46,3867,-89,-38,-22
2017-01-13_14:36:00.712,-101,-40,3863,-135,-42,-18
2017-01-13_14:36:00.716,-95,-37,3851,-113,-19,-20
2017-01-13_14:36:00.719,-89,-44,3859,-114,-41,212
2017-01-13_14:36:00.723,-61,-23,3883,-62,-24,-27
2017-01-13_14:36:00.726,-94,-20,3846,-54,-28,-26
2017-01-13_14:36:00.730,-73,-36,3844,-97,-9,-5
2017-01-13_14:36:00.734,-74,-27,3857,-83,-12,-16
2017-01-13_14:36:00.736,-98,-4,3843,-143,-15,-22
2017-01-13_14:36:00.740,-109,-25,3882,-100,-41,-50
2017-01-13_14:36:00.744,-105,-33,3863,-99,-41,-14
2017-01-13_14:36:00.747,-84,-30,3869,-85,-37,-51
2017-01-13_14:36:00.751,-88,-40,3874,-66,-33,-42
2017-01-13_14:36:00.755,-59,-26,3857,-68,-26,-21
2017-01-13_14:36:00.758,-64,-35,3863,-120,-42,-46
2017-01-13_14:36:00.763,-63,-50,3859,-101,-28,-14
2017-01-13_14:36:00.766,-62,-32,3876,-111,-27,-22
2017-01-13_14:36:00.770,-85,-23,3862,-130,-47,-39
2017-01-13_14:36:00.773,-109,-41,3849,-94,-40,-33
2017-01-13_14:36:00.776,-69,-37,3863,-61,-42,-30
2017-01-13_14:36:00.781,-65,-36,3894,-88,-20,-16
2017-01-13_14:36:00.784,-52,-31,3874,-116,-33,-6
2017-01-13_14:36:00.788,-93,-42,3862,-118,-27,-3
2017-01-13_14:36:00.791,-50,-41,3861,-130,-26,-21
2017-01-13_14:36:00.795,-62,-43,3874,-110,-33,-20
2017-01-13_14:36:00.799,-65,-20,3863,-81,-32,-23
2017-01-13_14:36:00.802,-59,-53,3859,-84,-34,210
2017-01-13_14:36:00.805,-79,-41,3853,-90,-1,-14
2017-01-13_14:36:00.809,-94,-11,3847,-132,-25,-9
2017-01-13_14:36:00.812,-59,-39,3849,-142,-23,207
2017-01-13_14:36:00.816,-52,-55,3870,-116,-19,-24
2017-01-13_14:36:00.820,-71,-47,3852,-114,-40,-32
2017-01-13_14:36:00.823,-77,-22,3614,-93,-14,-39
2017-01-13_14:36:00.827,-81,-40,3846,-116,-34,-38
2017-01-13_14:36:00.830,-86,-42,3844,-103,-52,-19
2017-01-13_14:36:00.834,-64,-16,3838,-118,-27,-25
2017-01-13_14:36:00.838,-66,-25,3863,-122,193,-58
2017-01-13_14:36:00.841,-64,-32,3589,-127,-27,-14
2017-01-13_14:36:00.845,-73,-15,3880,-87,-25,-42
2017-01-13_14:36:00.849,-69,-33,3874,-102,-4,-13
2017-01-13_14:36:00.852,-83,-63,3861,-81,-20,-8
2017-01-13_14:36:00.856,-71,-28,3888,-90,-10,-23
2017-01-13_14:36:00.859,-86,-62,3873,-93,-24,-8
2017-01-13_14:36:00.863,-89,-27,3843,-108,-51,-14
2017-01-13_14:36:00.867,-83,-29,3859,-127,-41,-26
2017-01-13_14:36:00.871,-83,-7,3870,-113,-35,217
2017-01-13_14:36:00.874,-73,-24,3888,-84,-38,-256
2017-01-13_14:36:00.878,-50,-37,3872,-74,-23,-250
2017-01-13_14:36:00.882,-88,-54,3894,-91,-30,-3
2017-01-13_14:36:00.885,-61,-47,3853,-118,-27,-5
2017-01-13_14:36:00.889,-93,-55,3842,-129,-17,-21
2017-01-13_14:36:00.892,-36,-22,3861,-113,-40,-24
2017-01-13_14:36:00.896,-75,-25,3862,-94,-50,-25
2017-01-13_14:36:00.900,-64,-12,3889,-90,-36,-30
2017-01-13_14:36:00.903,-81,-49,3884,-98,-26,-25
2017-01-13_14:36:00.907,-66,-22,3849,-82,-40,-24
2017-01-13_14:36:00.910,-88,-48,3845,-89,-37,-28
2017-01-13_14:36:00.914,-67,-17,3900,-122,-42,-42
2017-01-13_14:36:00.918,-90,-32,3908,-136,-27,-25
2017-01-13_14:36:00.921,-97,-23,3865,-121,-34,-36
2017-01-13_14:36:00.925,-87,-52,3856,-104,-49,-10
2017-01-13_14:36:00.928,-55,-40,3885,-79,-24,-26
2017-01-13_14:36:00.932,-93,-22,3861,-100,-11,-8
2017-01-13_14:36:00.936,-63,-38,3881,-120,-21,-19
2017-01-13_14:36:00.939,-72,-24,3871,-105,-43,-5
2017-01-13_14:36:00.943,-70,-32,3869,-133,-38,-14
2017-01-13_14:36:00.946,-93,-34,3627,-113,-22,-22
2017-01-13_14:36:00.950,-91,-22,3864,-112,-29,-248
2017-01-13_14:36:00.953,-71,-30,3838,-78,-17,-7
2017-01-13_14:36:00.957,-52,-40,3880,-98,-55,-252
2017-01-13_14:36:00.960,-72,-29,3860,-111,-39,-37
2017-01-13_14:36:00.965,-50,-43,3599,-135,-59,-27
2017-01-13_14:36:00.968,-61,-22,3858,-137,-40,-23
2017-01-13_14:36:00.972,-127,-8,3892,-104,-16,-256
2017-01-13_14:36:00.975,-82,-38,3886,-106,-46,207
2017-01-13_14:36:00.979,-78,-25,3872,-62,-28,-33
2017-01-13_14:36:00.983,-64,-48,3880,-98,-40,214
2017-01-13_14:36:00.986,-57,-42,3879,-88,-51,-6
2017-01-13_14:36:00.990,-84,-37,3880,-111,-49,-17
2017-01-13_14:36:00.993,-78,-35,3886,-123,-30,-16
2017-01-13_14:36:00.997,-60,-23,3832,-130,-41,-3
2017-01-13_14:36:01.001,-50,-33,3876,-92,-25,-35
2017-01-13_14:36:01.004,-84,-36,3882,-84,-16,-43
2017-01-13_14:36:01.008,-96,-27,3859,-74,-31,-19
2017-01-13_14:36:01.011,-76,-17,3854,-80,-16,-12
2017-01-13_14:36:01.015,-78,-39,3862,-117,-12,-22
2017-01-13_14:36:01.019,-83,-35,3865,-120,-8,-35
2017-01-13_14:36:01.022,-88,-42,3852,-113,-7,-7
2017-01-13_14:36:01.026,-78,-50,3883,-96,-26,-23
2017-01-13_14:36:01.030,-42,-44,3835,-91,-24,-63
2017-01-13_14:36:01.033,-74,-35,3870,-69,-44,194
2017-01-13_14:36:01.037,-90,-30,3864,-93,-45,-17
2017-01-13_14:36:01.040,-74,-44,3851,-84,-38,-33
2017-01-13_14:36:01.044,-75,-39,3888,-138,-49,220
2017-01-13_14:36:01.048,-49,-28,3872,-134,-31,-33
2017-01-13_14:36:01.052,-59,-34,3867,-90,-42,-23
2017-01-13_14:36:01.055,-58,-14,3821,-68,-21,-31
2017-01-13_14:36:01.058,-93,-11,3888,-79,-32,-6
2017-01-13_14:36:01.062,-90,-27,3878,-112,-23,-20
2017-01-13_14:36:01.066,-105,-21,3826,-107,-49,-3
2017-01-13_14:36:01.070,-68,-26,3878,-128,-46,-24
2017-01-13_14:36:01.073,-80,-11,3858,-123,-34,-24
2017-01-13_14:36:01.077,-81,-3,3836,-101,-41,-25
2017-01-13_14:36:01.080,-84,-20,3901,-91,-63,-29
2017-01-13_14:36:01.083,-51,-39,3868,-78,-43,-46
2017-01-13_14:36:01.087,-84,-39,3845,-73,-14,-18
2017-01-13_14:36:01.091,-79,-30,3877,-104,-33,-22
2017-01-13_14:36:01.095,-75,-24,3842,-117,-31,-39
2017-01-13_14:36:01.098,-62,-40,3886,-128,-17,-11
2017-01-13_14:36:01.102,-78,-17,3884,-86,-11,-27
2017-01-13_14:36:01.106,-64,-37,3857,-68,-42,-11
2017-01-13_14:36:01.110,-97,-42,3887,-90,-28,-14
2017-01-13_14:36:01.113,-64,-13,3884,-80,-46,-31
2017-01-13_14:36:01.117,-66,-41,3855,-137,-30,3
2017-01-13_14:36:01.120,-55,-29,3859,-130,-53,-10
2017-01-13_14:36:01.124,-79,-42,3894,-112,192,-14
2017-01-13_14:36:01.127,-79,-37,3862,-118,-32,-29
2017-01-13_14:36:01.131,-71,-29,3865,-72,-42,-6
2017-01-13_14:36:01.134,-53,-20,3852,-56,-14,-18
2017-01-13_14:36:01.138,-74,-17,3855,-99,-58,-13
2017-01-13_14:36:01.142,-78,-41,3871,-97,-23,-243
2017-01-13_14:36:01.145,-87,-37,3881,-118,-23,-19
2017-01-13_14:36:01.149,-87,-30,3853,-108,-41,-29
2017-01-13_14:36:01.153,-59,-18,3862,-99,-14,-7
2017-01-13_14:36:01.156,-56,-9,3867,-81,-35,-14
2017-01-13_14:36:01.160,-102,-13,3851,-87,-23,-11
2017-01-13_14:36:01.163,-64,-27,4039,-95,-31,-16
2017-01-13_14:36:01.167,-69,-46,3895,-83,-34,-29
2017-01-13_14:36:01.171,-80,-42,3884,-122,-12,-27
2017-01-13_14:36:01.174,-96,-10,3860,-111,-24,-35
2017-01-13_14:36:01.178,-77,-33,3866,-85,-28,-36
2017-01-13_14:36:01.181,-72,-46,3857,-97,-21,-46
2017-01-13_14:36:01.185,-82,-47,3855,-58,-25,-35
2017-01-13_14:36:01.188,-99,38,3866,-74,-8,-32
2017-01-13_14:36:01.193,-72,2,3859,-96,-19,-42
2017-01-13_14:36:01.195,-79,-15,3819,-118,-37,-53
2017-01-13_14:36:01.200,-53,-95,3845,-112,-29,-27
2017-01-13_14:36:01.203,-78,-49,3857,-100,-33,-34
2017-01-13_14:36:01.207,-77,-246,3833,-91,-48,-54
2017-01-13_14:36:01.210,-64,-42,3854,-88,-46,208
2017-01-13_14:36:01.214,-71,-21,3879,-80,-41,241
2017-01-13_14:36:01.218,-87,-33,3843,-147,-24,224
2017-01-13_14:36:01.222,-69,-41,3869,-123,-52,-4
2017-01-13_14:36:01.225,-61,-53,3860,-123,-24,-14
2017-01-13_14:36:01.229,-74,-22,3881,-105,-20,-8
2017-01-13_14:36:01.232,-88,-43,3833,-80,-28,-21
2017-01-13_14:36:01.236,-64,-34,3876,-71,-36,-31
2017-01-13_14:36:01.240,-111,-30,4087,-84,-13,-2
2017-01-13_14:36:01.243,-64,-11,3889,-102,-31,-36
2017-01-13_14:36:01.247,-82,-24,3874,-143,-48,-5
2017-01-13_14:36:01.250,-66,-35,3871,-131,-30,-29
2017-01-13_14:36:01.254,-81,-29,3878,-116,-32,-30
2017-01-13_14:36:01.257,-72,-29,3842,-103,-16,-8
2017-01-13_14:36:01.261,-52,-21,3893,-90,-31,-51
2017-01-13_14:36:01.264,-79,-42,3864,-84,-31,-20
2017-01-13_14:36:01.268,-101,-46,3837,-98,-28,-33
2017-01-13_14:36:01.272,-82,-19,3860,-116,-36,-5
2017-01-13_14:36:01.276,-79,-51,3863,-129,-24,-46
2017-01-13_14:36:01.279,-51,-37,3824,-105,-24,3
2017-01-13_14:36:01.282,-92,-38,3834,-90,-21,-2
2017-01-13_14:36:01.286,-109,-39,3868,-77,-34,-53
2017-01-13_14:36:01.290,-80,-16,3851,-68,-21,-46
2017-01-13_14:36:01.293,-85,-23,3870,-106,-42,-36
2017-01-13_14:36:01.297,-104,-37,3869,-138,-28,-29
2017-01-13_14:36:01.301,-111,-34,3872,-119,-24,-24
2017-01-13_14:36:01.305,-84,-37,3861,-136,-33,-37
2017-01-13_14:36:01.308,-91,-30,3857,-91,-59,-256
2017-01-13_14:36:01.311,-77,-20,3873,-82,-30,-5
2017-01-13_14:36:01.315,-73,-40,3867,-69,-34,-39
2017-01-13_14:36:01.319,-95,-33,3847,-141,-39,-31
2017-01-13_14:36:01.322,-109,-50,3835,-128,-32,-42
2017-01-13_14:36:01.326,-46,-44,3887,-123,-36,-40
2017-01-13_14:36:01.329,-96,-29,3868,-105,-52,-28
2017-01-13_14:36:01.333,-74,-45,3889,-70,-48,-28
2017-01-13_14:36:01.337,-53,-23,3858,-81,-41,-52
2017-01-13_14:36:01.340,-69,-6,3831,-89,-39,-60
2017-01-13_14:36:01.344,-77,-40,3881,-94,-16,-29
2017-01-13_14:36:01.348,-74,-29,3840,-117,-10,-37
2017-01-13_14:36:01.351,-81,-19,3819,-118,-25,-23
2017-01-13_14:36:01.355,-55,-55,3886,-134,-8,-50
2017-01-13_14:36:01.358,-103,-50,3874,-102,-29,-34
2017-01-13_14:36:01.363,-72,-24,3885,-55,-29,-38
2017-01-13_14:36:01.366,-81,-35,3855,-107,-33,-19
2017-01-13_14:36:01.370,-71,-35,3858,-82,-48,-13
2017-01-13_14:36:01.373,-75,-24,3879,-107,-55,-27
2017-01-13_14:36:01.377,-70,-42,3855,-128,-24,-22
2017-01-13_14:36:01.380,-84,-27,3859,-123,-30,-9
2017-01-13_14:36:01.384,-69,-28,3845,-103,-36,-7
2017-01-13_14:36:01.387,-68,-40,3869,-73,-31,-7
2017-01-13_14:36:01.391,-86,-14,3838,-62,-43,-26
2017-01-13_14:36:01.395,-82,-32,3849,-113,-53,-22
2017-01-13_14:36:01.398,-90,-38,3876,-101,-32,-41
2017-01-13_14:36:01.402,-56,-33,3864,-118,-35,-20
2017-01-13_14:36:01.406,-69,-42,3863,-131,-47,-33
2017-01-13_14:36:01.409,-79,-31,3874,-86,-37,-28
2017-01-13_14:36:01.413,-74,-38,3841,-97,-38,-46
2017-01-13_14:36:01.417,-54,-27,3833,-74,-26,-41
2017-01-13_14:36:01.420,-79,-25,3882,-78,-10,-45
2017-01-13_14:36:01.424,-94,-50,3837,-144,-31,-40
2017-01-13_14:36:01.427,-78,-38,3873,-124,-36,-44
2017-01-13_14:36:01.431,-67,-35,3849,-98,-15,-28
2017-01-13_14:36:01.435,-68,-43,3880,-109,-22,-24
2017-01-13_14:36:01.438,-65,-18,3849,-65,-1,-24
2017-01-13_14:36:01.442,-58,-42,3862,-87,-34,-4
2017-01-13_14:36:01.445,-58,-51,3899,-97,-47,-27
2017-01-13_14:36:01.449,-69,-46,3830,-126,-53,-26
2017-01-13_14:36:01.453,-70,-57,3885,-116,-18,-9
2017-01-13_14:36:01.456,-77,-45,3611,-100,-43,-14
2017-01-13_14:36:01.460,-55,-7,3859,-99,-42,-41
2017-01-13_14:36:01.463,-93,-21,3871,-60,-45,-11
2017-01-13_14:36:01.467,-113,-37,3870,-89,-32,-31
2017-01-13_14:36:01.471,-83,-50,3850,-76,-31,-2
2017-01-13_14:36:01.474,-100,-22,3847,-113,-40,-21
2017-01-13_14:36:01.477,-92,-41,3869,-120,-34,-28
