time,acc_x,acc_y,acc_z,gyo_x,gyo_y,gyo_z
2017-01-13_11:13:31.650,343,-23,3829,-52,-251,-9
2017-01-13_11:13:31.653,372,-32,3832,-47,-10,-15
2017-01-13_11:13:31.657,348,-33,3804,-43,-253,-245
2017-01-13_11:13:31.661,342,-47,3789,-32,248,-253
2017-01-13_11:13:31.664,363,-34,3786,-50,-1,-15
2017-01-13_11:13:31.668,347,-38,3812,-40,-13,-10
2017-01-13_11:13:31.672,348,-33,3790,-19,-12,208
2017-01-13_11:13:31.675,340,-24,3758,-54,-10,-25
2017-01-13_11:13:31.679,345,-40,3819,-45,227,-251
2017-01-13_11:13:31.683,351,-42,3824,-27,235,-8
2017-01-13_11:13:31.686,361,-43,3814,-50,-12,-3
2017-01-13_11:13:31.690,342,-35,3784,-72,-13,21
2017-01-13_11:13:31.694,365,-21,3806,-17,-24,223
2017-01-13_11:13:31.697,349,-37,3802,-40,-12,-4
2017-01-13_11:13:31.701,358,-48,3770,-71,-255,238
2017-01-13_11:13:31.705,370,-34,3779,-15,-6,242
2017-01-13_11:13:31.708,355,-27,3799,-12,-7,-14
2017-01-13_11:13:31.712,351,-62,3800,-32,227,-246
2017-01-13_11:13:31.716,378,-55,3776,-70,-254,-38
2017-01-13_11:13:31.719,344,-34,3805,-27,-23,-254
2017-01-13_11:13:31.723,356,-39,3765,-26,-13,-1
2017-01-13_11:13:31.726,322,-14,3761,-58,-7,-246
2017-01-13_11:13:31.730,363,-38,3803,-49,-3,5
2017-01-13_11:13:31.734,368,-40,3760,-42,-15,248
2017-01-13_11:13:31.737,358,-44,3789,-40,-16,-3
2017-01-13_11:13:31.741,352,-39,3782,-60,-7,-12
2017-01-13_11:13:31.744,378,-29,3793,-30,-2,-16
2017-01-13_11:13:31.748,330,-21,3782,-46,-5,-7
2017-01-13_11:13:31.752,366,-25,3830,-57,-13,251
2017-01-13_11:13:31.755,338,-19,3782,-49,-6,-15
2017-01-13_11:13:31.759,335,-23,3834,-37,-21,-8
2017-01-13_11:13:31.762,346,-36,3782,-60,-253,-1
2017-01-13_11:13:31.766,386,-34,3826,-54,-13,226
2017-01-13_11:13:31.770,369,-33,3836,-31,-11,-20
2017-01-13_11:13:31.773,378,-18,3821,-66,-33,254
2017-01-13_11:13:31.777,364,-31,3804,-55,-8,-251
2017-01-13_11:13:31.781,330,-40,3797,-55,-256,-18
2017-01-13_11:13:31.785,345,-3,3820,-50,-15,248
2017-01-13_11:13:31.788,363,-43,3783,-62,-251,218
2017-01-13_11:13:31.792,352,-44,3783,-17,238,-233
2017-01-13_11:13:31.795,343,-35,3792,-30,-6,-23
2017-01-13_11:13:31.799,344,-17,3829,-65,-13,234
2017-01-13_11:13:31.802,336,-16,3784,-86,-19,-11
2017-01-13_11:13:31.806,344,-29,3785,-17,-15,-254
2017-01-13_11:13:31.809,366,-33,3800,-7,-4,-12
2017-01-13_11:13:31.813,351,-49,3773,-71,-15,-3
2017-01-13_11:13:31.817,353,-48,3808,-33,-1,233
2017-01-13_11:13:31.820,338,-31,3787,-30,234,-8
2017-01-13_11:13:31.824,368,-17,3782,-63,-3,-15
2017-01-13_11:13:31.827,335,-33,3763,-68,-3,252
2017-01-13_11:13:31.831,367,-34,3794,-18,-256,-14
2017-01-13_11:13:31.835,345,-57,3795,-17,-8,17
2017-01-13_11:13:31.838,338,-46,3824,-56,12,246
2017-01-13_11:13:31.842,372,-48,3800,-61,-255,-28
2017-01-13_11:13:31.846,351,-46,3794,-21,-23,-220
2017-01-13_11:13:31.849,348,-50,3831,-48,235,-18
2017-01-13_11:13:31.853,375,-35,3767,-59,-1,-17
2017-01-13_11:13:31.856,357,-30,3825,-39,-16,-230
2017-01-13_11:13:31.861,347,-42,3775,-38,-16,246
2017-01-13_11:13:31.864,371,-34,3783,-61,-4,-249
2017-01-13_11:13:31.868,321,-41,3794,-29,-5,-245
2017-01-13_11:13:31.872,378,-35,3783,-49,-11,212
2017-01-13_11:13:31.875,378,-33,3820,-65,1,-11
2017-01-13_11:13:31.879,333,-46,3779,-48,-21,247
2017-01-13_11:13:31.883,348,-7,3773,-35,-10,-7
2017-01-13_11:13:31.886,320,-35,3825,-53,-31,-18
2017-01-13_11:13:31.890,371,-54,3783,-60,-243,4
2017-01-13_11:13:31.893,344,-38,3786,-20,-5,-19
2017-01-13_11:13:31.897,364,-29,3757,-60,-251,-256
2017-01-13_11:13:31.901,335,-27,3808,-84,-245,-252
2017-01-13_11:13:31.904,345,-14,3783,-33,-252,217
2017-01-13_11:13:31.907,372,-19,3761,-4,-23,-254
2017-01-13_11:13:31.911,330,-23,3784,-59,0,-9
2017-01-13_11:13:31.915,360,-14,3775,-51,226,-29
2017-01-13_11:13:31.919,345,-19,3787,-22,-3,-241
2017-01-13_11:13:31.922,376,-43,3789,-30,241,-18
2017-01-13_11:13:31.926,370,-16,3796,-78,-7,-15
2017-01-13_11:13:31.930,370,-29,3772,-54,239,-6
2017-01-13_11:13:31.933,387,-75,3816,-35,-247,-1
2017-01-13_11:13:31.937,382,-24,3809,-48,-251,-27
2017-01-13_11:13:31.941,344,-4,3853,-44,-7,-11
2017-01-13_11:13:31.944,357,-37,3775,-12,-252,234
2017-01-13_11:13:31.948,352,-50,3754,-15,-5,-25
2017-01-13_11:13:31.951,337,-11,3801,-67,-19,255
2017-01-13_11:13:31.955,323,-19,3854,-62,-5,-22
2017-01-13_11:13:31.959,361,-41,3742,-23,-14,-11
2017-01-13_11:13:31.962,364,-50,3782,-48,-6,3
2017-01-13_11:13:31.966,343,-15,3812,-34,-5,-25
2017-01-13_11:13:31.969,329,-23,3804,-53,-1,0
2017-01-13_11:13:31.973,387,-58,3792,-40,226,1
2017-01-13_11:13:31.977,334,-46,3801,-54,-3,-13
2017-01-13_11:13:31.981,343,-41,3804,-30,223,251
2017-01-13_11:13:31.984,348,-21,3787,-53,-25,-246
2017-01-13_11:13:31.988,341,-33,3775,-62,-9,-17
2017-01-13_11:13:31.992,369,-22,3806,-43,-7,-251
2017-01-13_11:13:31.995,360,-22,3804,-23,-14,-12
2017-01-13_11:13:31.999,339,-45,3805,-66,-4,-4
2017-01-13_11:13:32.002,341,-19,3784,-73,213,19
2017-01-13_11:13:32.006,369,-46,3812,-31,-13,245
2017-01-13_11:13:32.010,364,-48,3797,-27,232,-27
2017-01-13_11:13:32.013,337,-32,3779,-63,-249,-243
2017-01-13_11:13:32.017,361,-33,3789,-47,247,-26
2017-01-13_11:13:32.020,357,-46,3805,-31,-250,-244
2017-01-13_11:13:32.024,372,-28,3761,-49,-6,-2
2017-01-13_11:13:32.028,360,-17,3837,-75,-5,248
2017-01-13_11:13:32.031,327,-33,3794,-35,-6,-241
2017-01-13_11:13:32.035,362,-27,3822,-20,-10,-15
2017-01-13_11:13:32.038,325,-9,3766,-51,-15,-28
2017-01-13_11:13:32.042,341,-46,3824,-69,253,-251
2017-01-13_11:13:32.046,360,-47,3822,-32,-18,8
2017-01-13_11:13:32.049,318,-41,3796,-49,-255,-37
2017-01-13_11:13:32.053,339,-32,3769,-82,225,-11
2017-01-13_11:13:32.057,344,-39,3838,-22,-247,249
2017-01-13_11:13:32.060,347,-64,3808,-36,-26,-9
2017-01-13_11:13:32.064,360,-47,3786,-65,-13,-239
2017-01-13_11:13:32.068,345,-23,3836,-58,-6,-227
2017-01-13_11:13:32.071,348,-35,3790,-20,-7,-5
2017-01-13_11:13:32.075,353,-28,3771,-49,-18,-27
2017-01-13_11:13:32.079,350,-31,3803,-62,-23,14
2017-01-13_11:13:32.082,377,-42,3792,-46,-12,-22
2017-01-13_11:13:32.086,344,-24,3795,-47,-13,-245
2017-01-13_11:13:32.089,337,-28,3798,-56,-9,3
2017-01-13_11:13:32.093,357,-45,3819,-22,-1,-16
2017-01-13_11:13:32.096,349,-43,3768,-40,246,-7
2017-01-13_11:13:32.100,339,-11,3795,-71,-251,19
2017-01-13_11:13:32.104,357,-16,3795,-41,-10,-17
2017-01-13_11:13:32.107,338,-26,3802,-21,-5,-238
2017-01-13_11:13:32.111,354,-32,3802,-69,21,240
2017-01-13_11:13:32.115,356,-45,3782,-68,229,0
2017-01-13_11:13:32.118,352,-17,3814,-40,-1,235
2017-01-13_11:13:32.122,360,-59,3776,-29,-13,-244
2017-01-13_11:13:32.125,363,-37,3788,-48,0,-15
2017-01-13_11:13:32.129,344,-44,3810,-51,227,18
2017-01-13_11:13:32.133,361,-17,3784,-20,252,228
2017-01-13_11:13:32.136,344,-39,3772,-58,-16,-3
2017-01-13_11:13:32.140,328,-64,3788,-85,-244,-21
2017-01-13_11:13:32.143,346,-22,3834,-48,-241,207
2017-01-13_11:13:32.147,329,-54,3815,-24,-9,-254
2017-01-13_11:13:32.151,324,-49,3787,-62,-13,243
2017-01-13_11:13:32.154,360,-25,3829,-61,-10,-14
2017-01-13_11:13:32.158,366,-14,3776,-42,-27,-4
2017-01-13_11:13:32.162,361,-18,3791,-53,-7,-256
2017-01-13_11:13:32.165,359,-32,3794,-59,-8,238
2017-01-13_11:13:32.169,362,-33,3796,-23,-18,-6
2017-01-13_11:13:32.173,346,-46,3789,-59,-5,-238
2017-01-13_11:13:32.176,354,-44,3784,-66,211,-13
2017-01-13_11:13:32.180,369,-52,3798,-40,-252,-4
2017-01-13_11:13:32.184,338,-21,3809,-25,-22,227
2017-01-13_11:13:32.187,364,-33,3833,-54,-5,-21
2017-01-13_11:13:32.191,375,-47,3832,-60,-14,-17
2017-01-13_11:13:32.194,343,-49,3794,-32,-9,-23
2017-01-13_11:13:32.198,359,-59,3783,-23,-3,-5
2017-01-13_11:13:32.202,338,-21,3785,-67,-244,-248
2017-01-13_11:13:32.205,347,-35,3776,-28,-20,238
2017-01-13_11:13:32.209,350,-22,3799,-37,-248,-256
2017-01-13_11:13:32.213,336,-26,3796,-52,218,251
2017-01-13_11:13:32.216,365,-31,3794,-55,-12,-15
2017-01-13_11:13:32.220,353,-35,3754,-15,240,14
2017-01-13_11:13:32.223,344,-18,3812,-63,231,-10
2017-01-13_11:13:32.227,365,-61,3780,-84,-243,249
2017-01-13_11:13:32.230,369,-61,3828,-25,-16,-252
2017-01-13_11:13:32.234,359,-55,3797,-34,-252,230
2017-01-13_11:13:32.238,346,-26,3782,-63,-13,-250
2017-01-13_11:13:32.241,354,-24,3791,-57,-249,-231
2017-01-13_11:13:32.245,338,-28,3830,-17,11,233
2017-01-13_11:13:32.249,348,-17,3810,-54,-10,-21
2017-01-13_11:13:32.252,334,-60,3777,-85,-14,-8
2017-01-13_11:13:32.256,335,-49,3804,-25,-14,-254
2017-01-13_11:13:32.260,359,-53,3790,-36,-22,-44
2017-01-13_11:13:32.263,349,-30,3779,-68,-12,-228
2017-01-13_11:13:32.267,371,-17,3800,-50,-2,1
2017-01-13_11:13:32.270,360,-52,3772,-17,9,-256
2017-01-13_11:13:32.274,366,-45,3791,-53,240,9
2017-01-13_11:13:32.278,355,-42,3810,-54,-20,-6
2017-01-13_11:13:32.282,325,-26,3814,-55,-1,220
2017-01-13_11:13:32.285,343,-34,3810,-30,0,-11
2017-01-13_11:13:32.289,365,-25,3775,-48,-18,-1
2017-01-13_11:13:32.293,373,-62,3772,-42,243,-31
2017-01-13_11:13:32.297,353,-34,3812,-56,-251,12
2017-01-13_11:13:32.300,346,-27,3800,-58,-22,-13
2017-01-13_11:13:32.304,344,-40,3825,-44,-246,-232
2017-01-13_11:13:32.307,322,-32,3790,-23,246,235
2017-01-13_11:13:32.311,320,-33,3733,-28,-16,255
2017-01-13_11:13:32.315,337,-42,3833,-62,-1,-47
2017-01-13_11:13:32.318,310,-15,3825,-6,249,17
2017-01-13_11:13:32.322,686,-371,3876,-8,-246,-168
2017-01-13_11:13:32.325,122,120,3531,193,20,42
2017-01-13_11:13:32.329,111,221,3515,-72,212,-26
2017-01-13_11:13:32.333,304,-201,4076,-11,-29,-212
2017-01-13_11:13:32.336,611,-151,3967,243,-42,-7
2017-01-13_11:13:32.340,345,79,3611,-60,-17,32
2017-01-13_11:13:32.343,260,83,3612,-55,-242,209
2017-01-13_11:13:32.347,318,-67,3853,-26,10,-3
2017-01-13_11:13:32.351,444,-77,3959,-62,10,248
2017-01-13_11:13:32.354,338,-28,3722,-73,-20,-23
2017-01-13_11:13:32.358,385,-63,3678,-22,-19,-241
2017-01-13_11:13:32.362,344,-80,3837,-31,-10,-21
2017-01-13_11:13:32.365,332,-83,3751,-87,-3,-6
2017-01-13_11:13:32.369,332,-19,3744,-41,-247,-7
2017-01-13_11:13:32.372,417,21,3823,-42,235,15
2017-01-13_11:13:32.376,449,40,3818,-94,234,-8
2017-01-13_11:13:32.380,474,-12,3733,-87,4,8
2017-01-13_11:13:32.384,372,27,3764,-42,248,-30
2017-01-13_11:13:32.387,318,10,3587,-63,23,-249
2017-01-13_11:13:32.391,372,-60,3838,-99,16,250
2017-01-13_11:13:32.394,329,-67,3764,-43,-21,-14
2017-01-13_11:13:32.398,327,-74,3784,-17,-253,-256
2017-01-13_11:13:32.402,290,-91,3787,-43,-3,-242
2017-01-13_11:13:32.405,278,-80,3800,-49,-7,2
2017-01-13_11:13:32.409,316,-48,3821,-21,-28,-233
2017-01-13_11:13:32.413,418,-7,3830,-46,-8,9
2017-01-13_11:13:32.416,457,-26,3784,-39,-43,-19
2017-01-13_11:13:32.420,264,15,3718,-39,-30,-12
2017-01-13_11:13:32.423,321,-40,3772,-40,-6,2
2017-01-13_11:13:32.427,385,-4,3805,-60,7,-22
2017-01-13_11:13:32.430,415,-17,3816,-40,12,-5
2017-01-13_11:13:32.434,369,-45,3840,-24,-254,-248
2017-01-13_11:13:32.438,360,-71,3793,-49,-16,239
2017-01-13_11:13:32.441,270,-96,3776,-46,-256,-238
2017-01-13_11:13:32.445,256,-68,3817,-36,-6,-248
2017-01-13_11:13:32.448,292,-44,3835,-31,-16,-255
2017-01-13_11:13:32.452,400,-18,3787,-59,-16,11
2017-01-13_11:13:32.456,411,-24,3752,-26,-9,-250
2017-01-13_11:13:32.459,432,12,3779,-18,226,-3
2017-01-13_11:13:32.463,331,18,3809,-98,-240,-246
2017-01-13_11:13:32.467,349,-28,3838,-79,231,0
2017-01-13_11:13:32.470,387,-62,3793,-34,2,-17
2017-01-13_11:13:32.474,331,-41,3780,-41,-29,-6
2017-01-13_11:13:32.477,318,-71,3774,-65,-3,236
2017-01-13_11:13:32.482,301,-65,3803,-56,-3,-245
2017-01-13_11:13:32.485,318,-60,3787,-17,-9,-220
2017-01-13_11:13:32.489,344,-29,3797,-78,-34,-2
2017-01-13_11:13:32.493,394,0,3764,-50,-15,-14
2017-01-13_11:13:32.496,387,-11,3755,-21,-13,1
2017-01-13_11:13:32.500,391,-16,3750,-56,-254,-16
2017-01-13_11:13:32.504,316,-1,3806,-69,253,240
2017-01-13_11:13:32.507,335,-48,3834,-31,-11,-1
2017-01-13_11:13:32.511,371,-50,3815,-18,-24,-29
2017-01-13_11:13:32.515,371,-48,3788,-44,241,-1
2017-01-13_11:13:32.518,341,-36,3753,-50,-1,-249
2017-01-13_11:13:32.522,306,-39,3780,-23,-11,205
2017-01-13_11:13:32.525,350,-31,3806,-41,5,-10
2017-01-13_11:13:32.529,390,-4,3795,-71,-24,227
2017-01-13_11:13:32.533,386,-12,3781,-39,-2,5
2017-01-13_11:13:32.536,375,-53,3764,-30,11,-5
2017-01-13_11:13:32.540,342,-16,3819,-48,230,-6
2017-01-13_11:13:32.544,342,-54,3822,-44,237,221
2017-01-13_11:13:32.547,328,-34,3812,-29,-6,-15
2017-01-13_11:13:32.551,352,-40,3760,-80,-9,242
2017-01-13_11:13:32.554,351,-42,3796,-45,-22,-9
2017-01-13_11:13:32.558,362,-17,3778,-3,-7,234
2017-01-13_11:13:32.562,349,-16,3783,-23,235,229
2017-01-13_11:13:32.565,360,-41,3803,-74,-31,-24
2017-01-13_11:13:32.569,341,-19,3771,-24,247,7
2017-01-13_11:13:32.572,363,-38,3766,-34,215,-39
2017-01-13_11:13:32.576,365,-47,3789,-81,0,-255
2017-01-13_11:13:32.580,334,-30,3825,-57,-20,-6
2017-01-13_11:13:32.583,342,-54,3794,-20,-1,-4
2017-01-13_11:13:32.587,359,-21,3787,-18,-252,-9
2017-01-13_11:13:32.591,331,-26,3786,-60,-9,-11
2017-01-13_11:13:32.594,350,-34,3760,-45,-8,-17
2017-01-13_11:13:32.598,326,-46,3789,-23,-16,-11
2017-01-13_11:13:32.601,336,-32,3791,-21,-18,252
2017-01-13_11:13:32.605,345,-55,3815,-62,-13,-4
2017-01-13_11:13:32.608,372,-48,3778,-16,-19,-6
2017-01-13_11:13:32.612,378,-26,3798,-28,-13,-4
2017-01-13_11:13:32.616,366,-37,4053,-80,-21,-14
2017-01-13_11:13:32.619,365,-30,3814,-44,-255,11
2017-01-13_11:13:32.623,384,-21,3781,-50,-17,223
2017-01-13_11:13:32.627,370,-54,3799,-49,-233,-17
2017-01-13_11:13:32.630,368,-26,3806,-41,-4,237
2017-01-13_11:13:32.634,338,-26,3776,-54,-13,2
2017-01-13_11:13:32.637,348,-50,3765,-53,234,220
2017-01-13_11:13:32.641,354,-36,3772,-40,-249,244
2017-01-13_11:13:32.645,390,-31,3778,-37,-12,240
2017-01-13_11:13:32.648,347,-33,3792,-40,243,-15
2017-01-13_11:13:32.652,341,-37,3790,-54,-252,12
2017-01-13_11:13:32.656,355,-26,3791,-50,5,222
2017-01-13_11:13:32.659,343,-31,3763,-9,-8,10
2017-01-13_11:13:32.663,372,-30,3762,-59,-249,-1
2017-01-13_11:13:32.667,375,-31,3796,-58,-8,-7
2017-01-13_11:13:32.670,312,-51,3754,-18,-16,229
2017-01-13_11:13:32.674,351,-20,3795,-29,-255,-245
2017-01-13_11:13:32.677,356,-46,3804,-79,-13,230
2017-01-13_11:13:32.681,351,-62,3781,-51,-11,239
2017-01-13_11:13:32.685,354,-43,3776,-22,-254,-250
2017-01-13_11:13:32.688,355,-41,3782,-48,-11,-6
2017-01-13_11:13:32.692,352,-25,3789,-63,-21,-4
2017-01-13_11:13:32.696,336,-29,3802,-33,-26,-19
2017-01-13_11:13:32.699,339,-40,3804,-21,-5,-2
2017-01-13_11:13:32.703,354,-29,3774,-82,-14,-8
2017-01-13_11:13:32.707,353,-44,3811,-62,239,241
2017-01-13_11:13:32.710,337,-8,3800,-22,233,-7
2017-01-13_11:13:32.714,344,-25,3808,-88,224,249
2017-01-13_11:13:32.717,369,-47,3817,-86,241,-237
2017-01-13_11:13:32.721,375,-24,3793,-41,222,-30
2017-01-13_11:13:32.724,354,-39,3798,-26,-234,11
2017-01-13_11:13:32.728,343,-50,3771,-62,-28,243
2017-01-13_11:13:32.732,345,-38,3791,-54,-252,-18
2017-01-13_11:13:32.735,344,-34,3795,-22,11,-9
2017-01-13_11:13:32.739,343,-43,3817,-66,-14,2
2017-01-13_11:13:32.743,363,-48,3837,-66,-7,-24
2017-01-13_11:13:32.746,339,-47,3800,-35,248,11
2017-01-13_11:13:32.750,344,-34,3812,-50,242,-18
2017-01-13_11:13:32.754,332,-41,3817,-54,-20,-11
2017-01-13_11:13:32.757,354,-39,3788,-33,-14,253
2017-01-13_11:13:32.761,338,-26,3795,-31,-3,-22
2017-01-13_11:13:32.764,367,-33,3811,-50,-19,-19
2017-01-13_11:13:32.768,371,-31,3784,-47,1,231
2017-01-13_11:13:32.772,346,-31,3796,-33,-16,-5
2017-01-13_11:13:32.775,394,-46,3829,-46,4,-33
2017-01-13_11:13:32.779,25,25,3681,-17,31,42
2017-01-13_11:13:32.783,110,196,3986,-228,174,193
2017-01-13_11:13:32.787,373,-159,4051,-8,-5,-183
2017-01-13_11:13:32.790,15,180,3408,-114,187,40
2017-01-13_11:13:32.794,211,-68,3881,-12,-32,-234
2017-01-13_11:13:32.797,452,-193,4128,-243,207,-205
2017-01-13_11:13:32.801,529,9,3737,-45,-99,243
2017-01-13_11:13:32.804,440,98,3663,-50,-19,-16
2017-01-13_11:13:32.808,460,110,3780,-26,-50,-254
2017-01-13_11:13:32.812,372,255,3743,-44,25,21
2017-01-13_11:13:32.815,323,-55,3981,-90,18,-30
2017-01-13_11:13:32.819,506,30,3834,-77,246,9
2017-01-13_11:13:32.822,362,-92,3826,-41,-13,-252
2017-01-13_11:13:32.826,405,-156,3740,-68,-39,-20
2017-01-13_11:13:32.830,271,-107,3772,-46,-26,-255
2017-01-13_11:13:32.833,240,-47,3851,-4,-1,-256
2017-01-13_11:13:32.837,318,4,3860,-38,-18,214
2017-01-13_11:13:32.840,489,3,3753,-75,-25,-245
2017-01-13_11:13:32.844,480,24,3736,-51,246,-25
2017-01-13_11:13:32.848,393,12,3734,-53,-9,-252
2017-01-13_11:13:32.851,298,-38,3772,-79,18,-3
2017-01-13_11:13:32.855,268,-86,4092,-49,-5,-240
2017-01-13_11:13:32.859,260,-137,3804,-30,-34,-11
2017-01-13_11:13:32.863,332,-44,3777,-41,-42,-246
2017-01-13_11:13:32.867,355,-40,3749,-52,-26,208
2017-01-13_11:13:32.870,260,-46,3787,-20,-32,-23
2017-01-13_11:13:32.874,354,-20,3746,-19,-19,-254
2017-01-13_11:13:32.878,391,31,3787,-54,-240,240
2017-01-13_11:13:32.881,486,33,3773,-32,-23,-256
2017-01-13_11:13:32.885,452,1,3813,-55,-13,13
2017-01-13_11:13:32.888,393,1,3734,-74,3,-23
2017-01-13_11:13:32.892,283,-29,3793,-81,9,5
2017-01-13_11:13:32.895,282,-107,3614,-23,5,-19
2017-01-13_11:13:32.899,267,-131,3848,-60,-18,-23
2017-01-13_11:13:32.903,289,-17,3784,-76,-31,-252
2017-01-13_11:13:32.906,413,-61,3743,-31,-21,-29
2017-01-13_11:13:32.910,388,-31,3782,-20,-253,-251
2017-01-13_11:13:32.914,337,38,3810,-71,253,-246
2017-01-13_11:13:32.917,361,32,3799,-65,-18,245
2017-01-13_11:13:32.921,417,-48,3784,-36,-27,-212
2017-01-13_11:13:32.924,347,-54,3753,-35,-8,24
2017-01-13_11:13:32.928,314,-60,3804,-90,-12,-15
2017-01-13_11:13:32.932,302,-72,3805,-47,-253,241
2017-01-13_11:13:32.935,317,-25,3843,-14,-25,-249
2017-01-13_11:13:32.939,369,-77,3780,-53,-9,-32
2017-01-13_11:13:32.943,358,-242,3756,-59,-21,-15
2017-01-13_11:13:32.946,375,1,3747,-27,-27,-249
2017-01-13_11:13:32.950,318,-38,3823,-39,1,236
2017-01-13_11:13:32.954,348,-59,3802,-76,-252,-241
2017-01-13_11:13:32.957,322,9,3830,-44,227,-249
2017-01-13_11:13:32.961,351,-45,3804,-23,-28,-21
2017-01-13_11:13:32.965,358,-51,3781,-51,-6,10
2017-01-13_11:13:32.968,339,-28,3816,-39,-14,-228
2017-01-13_11:13:32.972,347,-36,3834,-40,221,-254
2017-01-13_11:13:32.976,340,-45,3808,-40,-46,-243
2017-01-13_11:13:32.979,335,-39,3781,-100,242,230
