id,relayid,sensorid,update_time,processed_status,start_index,end_index,index_len,width,peakvalue,other_peak,other_var
309,2,9,2017/07/18 16:23:40,0,96,186,2,94,30714,6754,985
310,2,9,2017/07/18 16:23:44,0,96,462,3,346,14311,2529,608
311,2,9,2017/07/18 16:23:48,0,86,242,2,127,5608,2079,374
312,2,9,2017/07/18 16:23:52,0,95,246,2,139,4723,2209,240
313,2,9,2017/07/18 16:23:56,0,75,244,2,119,11865,4313,567
314,2,7,2017/07/18 17:14:13,0,95,287,2,141,14219,6916,1046
315,2,7,2017/07/18 17:14:17,0,96,338,3,193,9397,6147,820
316,2,7,2017/07/18 17:14:21,0,96,299,2,142,16598,8423,1068
317,2,7,2017/07/18 17:14:29,0,96,515,3,402,7334,3190,667
318,2,7,2017/07/18 17:14:33,0,96,379,3,255,5903,4111,734
319,2,7,2017/07/18 17:14:36,0,95,252,2,136,4371,2096,459
320,2,7,2017/07/18 17:14:40,0,96,299,2,153,5969,4134,720
321,2,7,2017/07/18 17:14:44,0,95,266,2,115,8222,3528,741
322,2,7,2017/07/18 17:14:48,0,96,326,2,155,9017,3871,787
323,2,7,2017/07/18 17:14:52,0,96,261,2,113,13127,4799,1006
324,2,7,2017/07/18 17:14:55,0,96,288,2,165,5258,2242,466
325,2,7,2017/07/18 17:14:59,0,94,369,4,257,4654,2996,675
326,2,7,2017/07/18 17:15:03,0,95,317,2,202,6145,2077,516
327,2,7,2017/07/18 17:15:07,0,95,368,2,223,5900,4010,755
328,2,7,2017/07/18 17:15:11,0,95,350,2,213,4506,2338,466
329,2,7,2017/07/18 17:15:14,0,95,278,2,112,11826,8617,935
330,2,7,2017/07/18 17:15:18,0,95,333,2,163,11239,5248,905
331,2,7,2017/07/18 17:15:22,0,96,291,2,134,11943,11676,1147
332,2,7,2017/07/18 17:15:26,0,96,274,2,120,5657,3380,759
333,2,7,2017/07/18 17:15:30,0,96,195,2,74,11073,5191,803
334,2,7,2017/07/18 17:15:33,0,95,303,2,149,5532,4364,740
335,2,7,2017/07/18 17:15:37,0,95,278,2,124,13029,9564,976
336,2,7,2017/07/18 17:15:41,0,96,432,2,283,19049,4731,1015
337,2,7,2017/07/18 17:15:45,0,96,266,2,123,14803,8477,1002
338,2,7,2017/07/18 17:15:49,0,95,327,2,183,5729,5755,773
339,2,7,2017/07/18 17:15:53,0,96,353,4,233,12828,7352,988
340,2,7,2017/07/18 17:15:56,0,96,286,2,148,8331,3251,779
341,2,7,2017/07/18 17:16:00,0,95,327,2,192,5812,1894,450
342,2,7,2017/07/18 17:16:04,0,96,336,2,189,9612,3982,775
343,2,7,2017/07/18 17:16:08,0,96,382,3,234,13684,6800,983
344,2,7,2017/07/18 17:16:11,0,95,393,2,238,6059,4007,702
345,2,7,2017/07/18 17:16:15,0,96,241,2,129,3927,1337,357
346,2,7,2017/07/18 17:16:19,0,96,286,2,135,14978,7158,1081
347,2,7,2017/07/18 17:16:23,0,95,229,2,93,10734,5931,1020
348,2,7,2017/07/18 17:16:27,0,96,332,2,163,11406,6753,849
349,2,7,2017/07/18 17:16:31,0,96,342,3,220,8588,6858,873
350,2,7,2017/07/18 17:16:34,0,96,381,2,257,4684,2069,391
351,2,7,2017/07/18 17:16:38,0,91,185,2,68,2472,2932,219
352,2,7,2017/07/18 17:16:42,0,96,495,3,376,5043,4081,633
353,2,10,2017/07/18 18:01:33,0,96,317,2,184,8624,3535,647
354,2,10,2017/07/18 18:01:37,0,77,263,2,152,4320,1871,517
355,2,10,2017/07/18 18:01:44,0,96,247,2,73,24999,18555,1296
356,2,10,2017/07/18 18:01:48,0,95,363,3,188,21291,6332,909
357,2,10,2017/07/18 18:01:56,0,95,336,2,208,5051,2636,613
358,2,10,2017/07/18 18:02:00,0,95,264,2,117,17915,3695,740
359,2,10,2017/07/18 18:02:04,0,96,336,2,184,9159,5276,798
360,2,10,2017/07/18 18:02:07,0,95,320,2,155,20723,12488,943
361,2,10,2017/07/18 18:02:11,0,96,240,2,120,6360,2539,688
362,2,10,2017/07/18 18:02:15,0,96,298,2,128,28085,12568,1121
363,2,10,2017/07/18 18:02:19,0,96,275,2,115,21148,9579,1063
364,2,10,2017/07/18 18:02:23,0,95,277,2,127,17716,5881,839
365,2,10,2017/07/18 18:02:26,0,96,310,2,177,13331,6048,790
366,2,10,2017/07/18 18:02:30,0,96,264,2,112,13070,8244,911
367,2,10,2017/07/18 18:02:34,0,96,426,4,299,22260,9891,878
368,2,10,2017/07/18 18:02:38,0,95,304,2,136,24622,8632,1021
369,2,10,2017/07/18 18:02:42,0,96,245,2,85,22710,9446,977
370,2,10,2017/07/18 18:02:45,0,96,209,2,52,21888,5889,879
371,2,10,2017/07/18 18:02:49,0,96,297,2,107,27485,9856,1088
372,2,10,2017/07/18 18:02:53,0,91,301,2,167,8020,2277,627
373,2,10,2017/07/18 18:02:57,0,94,332,2,185,10074,2440,587
374,2,10,2017/07/18 18:03:01,0,95,292,2,105,28252,15338,1120
375,2,10,2017/07/18 18:03:04,0,96,271,2,124,11600,7095,821
