time,acc_x,acc_y,acc_z,gyo_x,gyo_y,gyo_z
2017-01-11_15:30:18.333000,234,-35,3770,-61,-7,-25
2017-01-11_15:30:18.336000,260,-35,3800,-48,230,247
2017-01-11_15:30:18.340000,216,-46,3757,-49,-256,226
2017-01-11_15:30:18.344000,245,-37,3746,-25,-246,-252
2017-01-11_15:30:18.347000,246,-60,3765,-73,-16,-248
2017-01-11_15:30:18.351000,1,-48,3780,-38,-20,-22
2017-01-11_15:30:18.354000,214,-39,3784,-38,-2,-250
2017-01-11_15:30:18.358000,230,-23,3798,-71,-256,-251
2017-01-11_15:30:18.362000,253,-20,3782,-55,-252,-224
2017-01-11_15:30:18.365000,247,-22,3757,-29,-255,-10
2017-01-11_15:30:18.369000,218,-66,3768,-25,-242,-251
2017-01-11_15:30:18.372000,245,-58,3805,-65,4,-29
2017-01-11_15:30:18.376000,248,-37,3795,-57,-12,-22
2017-01-11_15:30:18.380000,238,-41,3757,-33,-3,-228
2017-01-11_15:30:18.383000,243,-48,3789,-45,232,-20
2017-01-11_15:30:18.387000,220,-43,3815,-59,-6,-246
2017-01-11_15:30:18.391000,244,-48,3765,-51,-10,9
2017-01-11_15:30:18.394000,207,-37,3750,-44,-3,-27
2017-01-11_15:30:18.398000,241,-35,3797,-67,-253,-19
2017-01-11_15:30:18.401000,235,-48,3760,-28,0,-245
2017-01-11_15:30:18.405000,260,-32,3788,-19,-253,-31
2017-01-11_15:30:18.409000,508,-41,3777,-68,-19,-10
2017-01-11_15:30:18.412000,257,-52,3721,-61,-14,-6
2017-01-11_15:30:18.416000,216,-66,3802,-36,-5,-252
2017-01-11_15:30:18.420000,230,-73,3801,-55,229,-14
2017-01-11_15:30:18.423000,209,-59,3794,-65,-238,-243
2017-01-11_15:30:18.427000,247,-43,3726,-31,-14,-25
2017-01-11_15:30:18.430000,225,-51,3787,-25,-18,-235
2017-01-11_15:30:18.434000,246,-20,3777,-77,-24,-9
2017-01-11_15:30:18.438000,262,-46,3786,-70,-254,-255
2017-01-11_15:30:18.441000,249,-60,3738,-40,237,-234
2017-01-11_15:30:18.445000,278,-52,3769,-46,-249,8
2017-01-11_15:30:18.448000,230,-58,3769,-71,237,-13
2017-01-11_15:30:18.452000,276,-42,3772,-50,-22,-248
2017-01-11_15:30:18.456000,270,-5,3736,-12,-23,-254
2017-01-11_15:30:18.459000,264,-20,3755,-47,-3,-14
2017-01-11_15:30:18.463000,239,-80,3779,-60,246,248
2017-01-11_15:30:18.467000,234,-63,3771,-28,-255,-254
2017-01-11_15:30:18.470000,238,-58,3761,-41,-17,224
2017-01-11_15:30:18.474000,223,-50,3785,-55,-8,-13
2017-01-11_15:30:18.477000,262,-40,3752,-49,-13,255
2017-01-11_15:30:18.481000,255,-21,3758,-28,-37,-34
2017-01-11_15:30:18.485000,272,-43,3763,-54,-2,-244
2017-01-11_15:30:18.488000,269,-23,3771,-72,252,13
2017-01-11_15:30:18.492000,244,-30,3796,-43,-16,-38
2017-01-11_15:30:18.496000,237,-19,3770,-14,-18,-6
2017-01-11_15:30:18.499000,240,-31,3762,-89,14,235
2017-01-11_15:30:18.503000,267,-42,3767,-67,-1,-36
2017-01-11_15:30:18.506000,274,-29,3790,-35,-3,23
2017-01-11_15:30:18.510000,245,-56,3779,-10,-2,-29
2017-01-11_15:30:18.514000,239,-40,3794,-57,-3,-2
2017-01-11_15:30:18.517000,249,-37,3774,-65,-7,7
2017-01-11_15:30:18.521000,245,-34,3763,-34,234,-3
2017-01-11_15:30:18.525000,243,-36,3791,-57,-8,-26
2017-01-11_15:30:18.528000,247,-39,3741,-51,-11,-252
2017-01-11_15:30:18.532000,241,-38,3782,-21,-255,193
2017-01-11_15:30:18.535000,225,-42,3745,-44,-248,-255
2017-01-11_15:30:18.539000,241,-54,3781,-66,-250,230
2017-01-11_15:30:18.543000,272,-62,3771,-55,-6,-20
2017-01-11_15:30:18.546000,0,-31,3771,-53,-245,8
2017-01-11_15:30:18.550000,260,-31,3791,-51,-13,1
2017-01-11_15:30:18.553000,256,-30,3759,-38,246,-14
2017-01-11_15:30:18.557000,252,-70,3779,-41,231,-13
2017-01-11_15:30:18.561000,249,-63,3767,-57,-242,244
2017-01-11_15:30:18.564000,252,-66,3768,-49,-8,-15
2017-01-11_15:30:18.568000,225,-40,3792,-46,-251,-256
2017-01-11_15:30:18.572000,227,-61,3774,-27,-24,20
2017-01-11_15:30:18.575000,243,-55,3761,-74,2,223
2017-01-11_15:30:18.579000,224,-28,3759,-62,-17,-11
2017-01-11_15:30:18.582000,234,-37,3788,-32,-7,250
2017-01-11_15:30:18.586000,248,-26,3767,-33,229,-13
2017-01-11_15:30:18.590000,258,-32,3778,-54,-14,-6
2017-01-11_15:30:18.593000,274,-26,3752,-62,-20,-233
2017-01-11_15:30:18.597000,259,-27,3809,-37,-7,-19
2017-01-11_15:30:18.601000,241,-41,3761,-45,-253,24
2017-01-11_15:30:18.604000,240,-5,3786,-41,-10,255
2017-01-11_15:30:18.608000,222,-54,3776,-58,-256,229
2017-01-11_15:30:18.612000,200,-67,3774,-45,-26,-254
2017-01-11_15:30:18.616000,199,-53,3800,-69,-13,23
2017-01-11_15:30:18.619000,244,-60,3794,-44,-17,226
2017-01-11_15:30:18.623000,223,-28,3750,-45,-13,-251
2017-01-11_15:30:18.626000,251,-31,3749,-51,242,244
2017-01-11_15:30:18.630000,232,-22,3766,-68,-16,-22
2017-01-11_15:30:18.634000,248,-54,3807,-19,-5,-5
2017-01-11_15:30:18.637000,240,-22,3767,-51,236,220
2017-01-11_15:30:18.641000,253,-20,3767,-54,-252,13
2017-01-11_15:30:18.645000,503,-39,3779,-36,-12,-20
2017-01-11_15:30:18.648000,226,-46,3740,-16,-238,19
2017-01-11_15:30:18.652000,240,-55,3770,-71,-3,-254
2017-01-11_15:30:18.655000,245,-42,3802,-65,-10,23
2017-01-11_15:30:18.659000,233,-45,3800,-25,-240,-7
2017-01-11_15:30:18.663000,229,-32,3774,-37,-28,-10
2017-01-11_15:30:18.666000,221,-50,3763,-51,4,244
2017-01-11_15:30:18.670000,257,-34,3806,-69,-18,-8
2017-01-11_15:30:18.674000,231,-39,3791,-26,-252,-24
2017-01-11_15:30:18.677000,239,-23,3761,-38,253,253
2017-01-11_15:30:18.681000,233,-31,3772,-55,-10,226
2017-01-11_15:30:18.684000,510,-49,3745,-30,232,-23
2017-01-11_15:30:18.688000,258,-22,3812,-45,-7,242
2017-01-11_15:30:18.692000,262,-56,3770,-62,-15,-252
2017-01-11_15:30:18.695000,244,-46,3772,-25,228,-19
2017-01-11_15:30:18.699000,250,-45,3745,-33,-253,234
2017-01-11_15:30:18.703000,231,-43,3780,-54,-14,240
2017-01-11_15:30:18.706000,238,-29,3804,-48,-22,-251
2017-01-11_15:30:18.710000,223,-23,3786,-42,-2,-4
2017-01-11_15:30:18.713000,229,-32,3781,-56,-6,226
2017-01-11_15:30:18.717000,263,-55,3783,-65,-26,-36
2017-01-11_15:30:18.721000,231,-44,3797,-48,-20,-251
2017-01-11_15:30:18.724000,240,-52,3777,-25,-23,-33
2017-01-11_15:30:18.728000,256,-65,3771,-68,-2,225
2017-01-11_15:30:18.731000,200,-42,3763,-64,235,-9
2017-01-11_15:30:18.735000,251,-37,3761,-35,19,223
2017-01-11_15:30:18.739000,236,-23,3765,-33,-14,-243
2017-01-11_15:30:18.742000,243,-32,3761,-66,222,232
2017-01-11_15:30:18.746000,245,-23,3789,-68,245,-22
2017-01-11_15:30:18.750000,248,-17,3763,-17,-14,-15
2017-01-11_15:30:18.753000,231,-38,3805,-61,-7,-3
2017-01-11_15:30:18.757000,264,-46,3783,-58,-5,-8
2017-01-11_15:30:18.760000,232,-45,3771,-26,-9,242
2017-01-11_15:30:18.764000,238,-48,3743,-35,-245,229
2017-01-11_15:30:18.768000,236,-30,3769,-65,239,225
2017-01-11_15:30:18.771000,258,-22,3765,-61,-1,-6
2017-01-11_15:30:18.775000,249,-44,3782,-30,-13,225
2017-01-11_15:30:18.779000,234,-25,3757,-30,-223,-251
2017-01-11_15:30:18.782000,244,-39,3805,-49,-252,-249
2017-01-11_15:30:18.786000,237,-58,3751,-19,-11,-240
2017-01-11_15:30:18.790000,233,-48,3807,-39,-5,-19
2017-01-11_15:30:18.793000,252,-30,3759,-47,235,11
2017-01-11_15:30:18.797000,252,-56,3742,-45,-34,243
2017-01-11_15:30:18.800000,241,-39,3784,-22,-21,-27
2017-01-11_15:30:18.804000,244,-72,3786,-70,1,-2
2017-01-11_15:30:18.808000,219,-47,3807,-90,-5,-7
2017-01-11_15:30:18.811000,236,-51,3760,-26,-8,-21
2017-01-11_15:30:18.815000,216,-56,3796,16,-233,-56
2017-01-11_15:30:18.819000,977,161,748,-170,477,78
2017-01-11_15:30:18.822000,2622,-127,3132,-69,-508,-130
2017-01-11_15:30:18.826000,-5376,-1821,8360,125,1238,-1
2017-01-11_15:30:18.829000,-1579,588,3968,-64,-1104,112
2017-01-11_15:30:18.833000,3358,1147,-3270,-495,930,87
2017-01-11_15:30:18.836000,-2063,68,5099,-216,-735,198
2017-01-11_15:30:18.840000,2471,-1565,4627,143,-333,-298
2017-01-11_15:30:18.844000,-3610,-500,7779,-4,-126,74
2017-01-11_15:30:18.847000,2389,315,1437,-145,-271,91
2017-01-11_15:30:18.851000,434,352,456,-158,31,42
2017-01-11_15:30:18.855000,-186,-992,4569,192,124,-37
2017-01-11_15:30:18.858000,-214,-772,4735,-61,-264,62
2017-01-11_15:30:18.862000,267,-61,3710,-37,-166,188
2017-01-11_15:30:18.865000,132,-112,3254,-14,153,-232
2017-01-11_15:30:18.869000,507,293,3736,-74,44,6
2017-01-11_15:30:18.873000,967,151,3270,-62,-106,-19
2017-01-11_15:30:18.144000,205,-43,3786,-55,231,-17
2017-01-11_15:30:18.880000,5,-32,4351,-43,-47,27
2017-01-11_15:30:18.884000,562,-175,3132,-75,31,9
2017-01-11_15:30:18.887000,375,-210,3431,-24,-253,-246
2017-01-11_15:30:18.891000,117,-174,3782,-256,1,-233
2017-01-11_15:30:18.894000,-130,76,3877,206,-44,-14
2017-01-11_15:30:18.898000,406,282,3634,-65,-43,-244
2017-01-11_15:30:18.902000,508,177,3652,-60,-31,238
2017-01-11_15:30:18.905000,414,33,3538,-81,30,232
2017-01-11_15:30:18.909000,-192,-123,3668,-87,5,-33
2017-01-11_15:30:18.912000,-278,-376,4088,-41,36,-247
2017-01-11_15:30:18.916000,-93,-296,4307,-252,-251,-254
2017-01-11_15:30:18.920000,393,-128,3799,-25,-15,-3
2017-01-11_15:30:18.923000,388,35,3894,-46,-57,232
2017-01-11_15:30:18.927000,492,91,3826,-34,-78,-13
2017-01-11_15:30:18.931000,387,127,3436,-36,-10,-253
2017-01-11_15:30:18.934000,271,141,3569,-59,13,13
2017-01-11_15:30:18.938000,149,130,3848,-41,16,-25
2017-01-11_15:30:18.941000,254,10,3881,-44,33,-31
2017-01-11_15:30:18.945000,377,66,3524,-85,-37,-252
2017-01-11_15:30:18.949000,344,-32,3567,-83,-34,-43
2017-01-11_15:30:18.952000,267,-129,3651,-39,0,250
2017-01-11_15:30:18.956000,181,-273,4035,-19,21,5
2017-01-11_15:30:18.960000,-43,-276,4095,-70,27,-21
2017-01-11_15:30:18.963000,27,-161,3920,-66,-244,1
2017-01-11_15:30:18.967000,508,-29,3807,-5,-18,249
2017-01-11_15:30:18.970000,462,22,3760,-19,-44,-29
2017-01-11_15:30:18.974000,457,39,3715,-63,-50,-248
2017-01-11_15:30:18.978000,495,68,3504,-59,-252,-25
2017-01-11_15:30:18.981000,218,82,3492,-46,26,-244
2017-01-11_15:30:18.985000,53,6,3851,-74,28,-3
2017-01-11_15:30:18.989000,232,-56,4021,-21,-4,242
2017-01-11_15:30:18.992000,334,-15,3907,-48,-21,-256
2017-01-11_15:30:18.996000,324,-57,3685,-65,-43,225
2017-01-11_15:30:18.999000,230,-119,3711,-58,201,223
2017-01-11_15:30:19.003000,178,-167,3733,-41,-45,-50
2017-01-11_15:30:19.007000,152,-98,3863,-41,30,39
2017-01-11_15:30:19.010000,93,-11,3840,-69,31,-253
2017-01-11_15:30:19.014000,190,5,3646,-35,-3,-2
2017-01-11_15:30:19.017000,402,7,3746,-25,-25,-10
2017-01-11_15:30:19.021000,421,24,3717,-75,-19,-8
2017-01-11_15:30:19.025000,341,19,3640,-81,215,-10
2017-01-11_15:30:19.028000,131,-60,3781,-69,243,-250
2017-01-11_15:30:19.032000,139,-111,3865,-10,15,242
2017-01-11_15:30:19.036000,107,-78,3987,-76,3,-42
2017-01-11_15:30:19.039000,255,-41,3873,-73,-244,-254
2017-01-11_15:30:19.043000,304,-71,3628,-28,-33,-10
2017-01-11_15:30:19.046000,276,-60,3710,-19,-35,-11
2017-01-11_15:30:19.050000,264,-19,3583,-74,244,-243
2017-01-11_15:30:19.054000,202,13,3705,-55,-231,-241
2017-01-11_15:30:19.057000,125,-42,3867,-34,21,216
2017-01-11_15:30:19.061000,209,-43,3886,-62,-242,-248
2017-01-11_15:30:19.065000,257,5,3715,-68,-1,224
2017-01-11_15:30:19.068000,374,-93,3752,-42,-25,-6
2017-01-11_15:30:19.072000,328,-166,3778,-45,-10,229
2017-01-11_15:30:19.076000,173,-130,3714,-68,-7,-11
2017-01-11_15:30:19.079000,128,-28,3740,-39,-247,-14
2017-01-11_15:30:19.083000,161,-9,4068,-39,-241,-3
2017-01-11_15:30:19.086000,315,-13,3927,-57,-1,-5
2017-01-11_15:30:19.090000,320,53,3779,-88,-13,-40
2017-01-11_15:30:19.093000,510,20,3630,-22,-23,-4
2017-01-11_15:30:19.097000,186,-29,3665,-28,-35,-9
2017-01-11_15:30:19.101000,228,-100,3705,-61,-10,245
2017-01-11_15:30:19.104000,234,-67,3776,-65,5,-25
2017-01-11_15:30:19.108000,204,-81,3831,-44,16,251
2017-01-11_15:30:19.112000,224,-110,3908,-59,-239,-46
2017-01-11_15:30:19.115000,285,-102,3802,-71,-18,0
2017-01-11_15:30:19.119000,300,-58,3735,-47,-26,-21
2017-01-11_15:30:19.122000,34,5,3671,-14,-15,226
2017-01-11_15:30:19.126000,221,42,3753,-58,-256,-223
2017-01-11_15:30:19.130000,235,41,3725,-50,3,235
2017-01-11_15:30:19.134000,465,35,3776,-31,-247,-32
2017-01-11_15:30:19.137000,259,223,3725,-42,-12,1
2017-01-11_15:30:19.141000,218,-94,3595,-57,-32,-31
2017-01-11_15:30:19.145000,198,-71,3748,-44,-21,-240
2017-01-11_15:30:19.148000,226,-22,3749,-56,-4,233
2017-01-11_15:30:19.152000,233,-44,3799,-59,238,-19
2017-01-11_15:30:19.156000,208,-91,3856,-72,7,-248
2017-01-11_15:30:19.159000,194,-142,3875,-23,-1,-243
2017-01-11_15:30:19.163000,488,-58,3767,-71,-8,-28
2017-01-11_15:30:19.166000,279,-43,3734,-95,-29,-237
2017-01-11_15:30:19.170000,319,-17,3791,-33,-1,242
2017-01-11_15:30:19.174000,291,15,3761,-31,-8,-15
2017-01-11_15:30:19.177000,224,13,3720,-65,-241,-252
2017-01-11_15:30:19.181000,215,-45,3832,-57,-220,251
2017-01-11_15:30:19.185000,221,-78,3861,-19,-243,-253
2017-01-11_15:30:19.188000,218,-78,3808,-32,-20,-4
2017-01-11_15:30:19.192000,212,-64,3786,-52,-17,9
2017-01-11_15:30:19.195000,245,-36,3821,-33,-36,-32
2017-01-11_15:30:19.199000,267,-54,3774,-35,-33,249
2017-01-11_15:30:19.203000,228,-13,3760,-45,-13,-23
2017-01-11_15:30:19.206000,201,-42,3783,-39,234,232
2017-01-11_15:30:19.210000,183,-113,3792,-31,-6,-251
2017-01-11_15:30:19.213000,298,-78,3784,-49,-11,238
2017-01-11_15:30:19.217000,279,7,3754,-69,-39,-9
2017-01-11_15:30:19.221000,30,4,3723,-43,-11,-251
2017-01-11_15:30:19.224000,256,-37,3739,-35,-14,-1
2017-01-11_15:30:19.228000,214,-47,3796,-55,-8,-27
2017-01-11_15:30:19.232000,168,-45,3796,-70,-254,6
2017-01-11_15:30:19.235000,208,-70,3778,-30,-13,246
2017-01-11_15:30:19.239000,214,-45,3588,-10,-17,-43
2017-01-11_15:30:19.242000,253,21,3750,-50,-43,247
2017-01-11_15:30:19.246000,259,18,3758,-66,-14,-15
2017-01-11_15:30:19.250000,2,-3,3743,-18,15,-245
2017-01-11_15:30:19.253000,249,-53,3769,-32,-4,-1
2017-01-11_15:30:19.257000,219,-94,3764,-78,-9,242
2017-01-11_15:30:19.260000,500,-51,3744,-58,-9,-18
2017-01-11_15:30:19.264000,279,-72,3780,-41,-12,246
2017-01-11_15:30:19.268000,272,-60,3800,-34,-37,-253
2017-01-11_15:30:19.271000,221,-58,3780,-45,-10,245
2017-01-11_15:30:19.275000,233,-61,3734,-18,243,-249
2017-01-11_15:30:19.279000,480,-77,3800,-41,-3,218
2017-01-11_15:30:19.282000,343,-72,3752,-78,223,-10
2017-01-11_15:30:19.286000,295,-67,3628,-12,16,-229
2017-01-11_15:30:19.289000,425,-28,3686,-34,232,-35
2017-01-11_15:30:19.293000,159,-82,3906,-75,-26,-14
2017-01-11_15:30:19.297000,286,-25,3589,-57,-13,0
2017-01-11_15:30:19.300000,314,193,3625,14,-149,214
2017-01-11_15:30:19.304000,-484,800,-2264,-342,575,72
2017-01-11_15:30:19.308000,1024,-1009,2679,-37,2562,193
2017-01-11_15:30:19.311000,-6685,-3803,25029,-87,-3271,295
2017-01-11_15:30:19.315000,6560,1233,-8156,-99,2306,66
2017-01-11_15:30:19.318000,2063,1622,1677,-447,-981,131
2017-01-11_15:30:19.322000,938,1020,-796,-456,699,159
2017-01-11_15:30:19.326000,2792,-4412,8159,364,-254,-148
2017-01-11_15:30:19.329000,-5776,-824,10772,476,-338,-14
2017-01-11_15:30:19.333000,4429,180,-1458,207,224,-149
2017-01-11_15:30:19.337000,-509,1439,507,-305,82,41
2017-01-11_15:30:19.340000,422,-274,3646,-51,-17,40
2017-01-11_15:30:19.344000,2995,-1664,7711,80,-585,-119
2017-01-11_15:30:19.347000,-231,375,2726,-142,874,110
2017-01-11_15:30:19.351000,34,695,6027,-71,-313,-30
2017-01-11_15:30:19.355000,1628,579,3736,-177,-127,-255
2017-01-11_15:30:19.358000,-1607,-281,4078,-200,358,27
2017-01-11_15:30:19.362000,673,-291,3241,-118,-320,-205
2017-01-11_15:30:19.366000,887,-836,2183,39,67,222
2017-01-11_15:30:19.369000,-1547,-547,5357,63,-23,-5
2017-01-11_15:30:19.373000,528,-85,4060,47,-271,-19
2017-01-11_15:30:19.376000,364,357,2713,67,-100,-87
2017-01-11_15:30:19.380000,-70,727,1937,-29,150,17
2017-01-11_15:30:19.384000,-70,541,4012,-84,34,179
2017-01-11_15:30:19.387000,783,325,5032,-112,-89,-1
2017-01-11_15:30:19.391000,473,193,4084,-108,44,221
2017-01-11_15:30:19.394000,111,-125,3293,-122,114,233
2017-01-11_15:30:19.398000,-175,-439,3338,-102,109,-32
2017-01-11_15:30:19.402000,-723,-689,4788,-18,-61,-247
2017-01-11_15:30:19.405000,-82,-549,4192,16,-106,1
2017-01-11_15:30:19.409000,475,17,3266,46,-116,-8
2017-01-11_15:30:19.413000,368,227,3128,-5,71,-233
2017-01-11_15:30:19.416000,1007,393,3907,-9,-242,10
2017-01-11_15:30:19.420000,949,353,3681,-84,-59,-43
2017-01-11_15:30:19.423000,862,282,3586,-112,23,-15
2017-01-11_15:30:19.427000,93,19,3907,-89,51,-2
2017-01-11_15:30:19.431000,-52,-268,3798,-87,99,-20
2017-01-11_15:30:19.434000,-199,-446,3900,-74,-55,-244
2017-01-11_15:30:19.438000,138,-485,4003,-39,-110,-18
2017-01-11_15:30:19.442000,311,-243,3620,-245,-62,-10
2017-01-11_15:30:19.445000,85,63,3736,211,248,-10
2017-01-11_15:30:19.449000,254,0,3699,-59,90,-248
2017-01-11_15:30:19.452000,372,260,3697,-33,27,-10
2017-01-11_15:30:19.456000,592,225,3633,-75,-242,-17
2017-01-11_15:30:19.460000,372,-9,3832,-97,-19,225
2017-01-11_15:30:19.463000,371,-226,3793,-77,-235,-40
2017-01-11_15:30:19.467000,25,-191,3614,-25,69,-243
2017-01-11_15:30:19.470000,-127,-166,4076,-52,-250,4
2017-01-11_15:30:19.474000,41,-166,4244,-43,-18,-10
2017-01-11_15:30:19.478000,435,-20,3884,-39,-35,13
2017-01-11_15:30:19.481000,436,75,3388,-17,-28,-1
2017-01-11_15:30:19.485000,101,39,3568,-71,-38,5
2017-01-11_15:30:19.489000,224,-22,3560,-49,248,-255
2017-01-11_15:30:19.492000,268,-17,3815,-52,11,-243
2017-01-11_15:30:19.496000,268,93,3730,-40,33,-253
2017-01-11_15:30:19.499000,248,101,3901,-85,12,15
2017-01-11_15:30:19.503000,270,-89,3894,-59,-12,-20
2017-01-11_15:30:19.507000,224,-150,3890,-23,-256,-16
2017-01-11_15:30:19.510000,85,-189,3970,-58,-9,237
2017-01-11_15:30:19.514000,74,-201,3944,-68,-41,-23
2017-01-11_15:30:19.518000,200,-194,3862,-21,-28,-16
2017-01-11_15:30:19.521000,257,-69,3683,-11,239,-228
2017-01-11_15:30:19.525000,305,116,3645,-78,-29,224
2017-01-11_15:30:19.528000,358,102,3682,-60,-35,-12
2017-01-11_15:30:19.532000,448,63,3602,-25,-15,-245
2017-01-11_15:30:19.536000,328,125,3536,-64,9,-29
2017-01-11_15:30:19.539000,165,73,3724,-58,11,-245
2017-01-11_15:30:19.543000,92,-93,4042,-43,251,-6
2017-01-11_15:30:19.547000,167,-155,4061,-35,-253,-250
2017-01-11_15:30:19.550000,245,-50,3802,-75,-3,240
2017-01-11_15:30:19.554000,285,-118,3778,-46,-10,-8
2017-01-11_15:30:19.557000,273,-247,3872,-8,-17,222
2017-01-11_15:30:19.561000,320,-199,3683,-25,-35,-21
2017-01-11_15:30:19.565000,191,28,3522,-81,-222,226
2017-01-11_15:30:19.568000,206,124,3675,-40,39,-6
2017-01-11_15:30:19.572000,351,105,3788,-42,-238,-1
2017-01-11_15:30:19.575000,414,77,3730,-88,248,248
2017-01-11_15:30:19.579000,250,97,3824,-49,-30,-16
2017-01-11_15:30:19.583000,141,-103,3796,-49,-33,-5
2017-01-11_15:30:19.586000,169,-211,3801,-55,241,-254
2017-01-11_15:30:19.590000,160,-189,3826,-72,-5,-255
2017-01-11_15:30:19.594000,160,-84,3873,-28,-14,-251
2017-01-11_15:30:19.597000,257,-49,3800,-28,224,8
2017-01-11_15:30:19.601000,375,23,3688,-77,-14,-23
2017-01-11_15:30:19.604000,335,95,3646,-62,-11,-3
2017-01-11_15:30:19.608000,266,138,3614,-19,-8,246
2017-01-11_15:30:19.612000,239,-4,3780,-56,-233,-29
2017-01-11_15:30:19.615000,238,12,3868,-69,20,-247
2017-01-11_15:30:19.619000,183,-13,3827,-54,17,1
2017-01-11_15:30:19.622000,270,-61,3801,-46,-5,-23
2017-01-11_15:30:19.626000,199,-194,3936,-68,-6,-223
2017-01-11_15:30:19.630000,210,-218,3925,-50,-28,1
2017-01-11_15:30:19.633000,153,-68,3747,-29,-252,-251
2017-01-11_15:30:19.637000,200,32,3725,-33,-18,-255
2017-01-11_15:30:19.641000,5,-7,3829,-46,-250,28
2017-01-11_15:30:19.644000,390,36,3753,-41,227,-25
2017-01-11_15:30:19.648000,338,118,3627,-52,-5,239
2017-01-11_15:30:19.652000,253,3,3688,-35,239,218
2017-01-11_15:30:19.656000,224,-125,3786,-29,220,-37
2017-01-11_15:30:19.659000,242,-127,3829,-29,22,-1
2017-01-11_15:30:19.663000,192,-48,3854,-20,21,-16
2017-01-11_15:30:19.666000,163,-110,3971,-86,-256,-21
2017-01-11_15:30:19.670000,232,-153,3929,-27,-252,255
2017-01-11_15:30:19.674000,252,-68,3723,-25,-44,-24
2017-01-11_15:30:19.677000,221,6,3725,-57,-30,-12
2017-01-11_15:30:19.681000,220,-25,3740,-53,-18,6
2017-01-11_15:30:19.685000,298,-25,3698,-34,-249,-9
2017-01-11_15:30:19.688000,299,53,3648,-33,-222,-35
2017-01-11_15:30:19.692000,251,59,3736,-93,6,240
2017-01-11_15:30:19.695000,235,-43,3817,-74,247,-46
2017-01-11_15:30:19.699000,268,-119,3840,-38,-1,241
2017-01-11_15:30:19.703000,203,-39,3810,-77,-22,-12
2017-01-11_15:30:19.706000,173,-49,3789,-42,-9,238
2017-01-11_15:30:19.710000,248,-107,3849,-26,-9,-36
2017-01-11_15:30:19.713000,219,-30,3783,-30,-11,16
2017-01-11_15:30:19.717000,244,21,3673,-67,-4,-28
