time,acc_x,acc_y,acc_z,gyo_x,gyo_y,gyo_z
2017-01-13_14:46:09.008,611,1649,3530,-86,-43,-19
2017-01-13_14:46:09.012,588,1623,3596,-54,-53,-27
2017-01-13_14:46:09.015,568,1628,3607,-100,-83,-22
2017-01-13_14:46:09.019,528,1632,3627,-112,-103,-256
2017-01-13_14:46:09.022,542,1634,3612,-136,-108,2
2017-01-13_14:46:09.026,570,1655,3816,-132,-123,26
2017-01-13_14:46:09.029,647,1617,3623,-124,-85,56
2017-01-13_14:46:09.033,713,1606,3592,-114,-40,41
2017-01-13_14:46:09.037,863,1724,3666,-191,-49,56
2017-01-13_14:46:09.040,821,1586,3685,-179,240,70
2017-01-13_14:46:09.044,791,1618,3725,-209,1,68
2017-01-13_14:46:09.047,853,1599,3724,-211,28,71
2017-01-13_14:46:09.051,801,1596,3721,-199,66,85
2017-01-13_14:46:09.054,871,1582,3731,-195,86,76
2017-01-13_14:46:09.058,791,1586,3696,-192,101,95
2017-01-13_14:46:09.061,993,1592,3619,-241,96,85
2017-01-13_14:46:09.065,732,1621,3673,-239,124,100
2017-01-13_14:46:09.069,698,1628,3353,-3,142,64
2017-01-13_14:46:09.072,728,1673,3622,-217,127,106
2017-01-13_14:46:09.076,704,1717,3596,-219,143,83
2017-01-13_14:46:09.079,639,1706,3553,-469,129,69
2017-01-13_14:46:09.083,672,1688,3597,-291,138,20
2017-01-13_14:46:09.086,614,1665,3541,-279,148,2
2017-01-13_14:46:09.090,631,1620,3492,-257,139,243
2017-01-13_14:46:09.094,597,1595,3458,-239,124,2
2017-01-13_14:46:09.097,602,1560,3434,-234,115,9
2017-01-13_14:46:09.101,577,1518,3432,-221,92,250
2017-01-13_14:46:09.104,585,1530,3387,-484,113,26
2017-01-13_14:46:09.108,549,1504,3419,-245,67,-6
2017-01-13_14:46:09.111,590,1472,3422,-236,75,30
2017-01-13_14:46:09.115,563,1466,3401,-188,52,35
2017-01-13_14:46:09.119,565,1455,3433,-163,59,15
2017-01-13_14:46:09.122,735,1632,3401,-193,73,24
2017-01-13_14:46:09.126,662,1750,3433,-200,72,22
2017-01-13_14:46:09.129,642,1496,3460,-201,49,22
2017-01-13_14:46:09.133,510,1477,3483,-192,51,4
2017-01-13_14:46:09.136,468,1475,3498,-120,26,-225
2017-01-13_14:46:09.140,427,1528,3502,-131,3,-14
2017-01-13_14:46:09.144,337,1545,3489,-87,-17,-6
2017-01-13_14:46:09.147,364,1562,3496,-146,-62,-29
2017-01-13_14:46:09.151,322,1564,3541,-141,-53,-8
2017-01-13_14:46:09.155,357,1565,3531,-143,-66,-35
2017-01-13_14:46:09.158,447,1605,3550,-95,-70,-37
2017-01-13_14:46:09.162,426,1600,3505,-85,-75,-59
2017-01-13_14:46:09.166,451,1598,3576,-91,-80,-54
2017-01-13_14:46:09.169,426,1606,3539,-101,-89,-53
2017-01-13_14:46:09.173,488,1596,3479,-131,-91,-63
2017-01-13_14:46:09.176,523,1563,3515,-110,-92,-71
2017-01-13_14:46:09.180,541,1588,3508,-92,-83,-59
2017-01-13_14:46:09.184,589,1543,3520,-74,-54,-8
2017-01-13_14:46:09.187,570,1525,3514,-77,-56,-20
2017-01-13_14:46:09.191,540,1550,3494,-89,-52,-24
2017-01-13_14:46:09.194,586,1542,3508,-110,-56,-15
2017-01-13_14:46:09.198,523,1565,3495,-88,-65,-26
2017-01-13_14:46:09.201,524,1534,3509,-106,-76,-23
2017-01-13_14:46:09.205,546,1571,3513,-62,-91,-7
2017-01-13_14:46:09.209,584,1567,3554,-58,-101,-241
2017-01-13_14:46:09.212,936,1561,3531,-99,-50,20
2017-01-13_14:46:09.216,863,1656,3571,-97,-16,30
2017-01-13_14:46:09.219,691,1698,3452,-114,-6,-5
2017-01-13_14:46:09.223,694,1745,3473,-122,-251,-252
2017-01-13_14:46:09.226,690,1751,3407,-125,-244,-16
2017-01-13_14:46:09.230,676,1757,3467,-148,-253,-29
2017-01-13_14:46:09.234,811,1752,3516,-164,11,250
2017-01-13_14:46:09.237,799,1697,3509,-211,75,7
2017-01-13_14:46:09.241,859,1767,3482,-219,125,1
2017-01-13_14:46:09.244,737,1751,3491,-232,106,50
2017-01-13_14:46:09.248,578,1731,3507,-209,139,49
2017-01-13_14:46:09.252,881,1780,3579,-252,179,9
2017-01-13_14:46:09.255,720,1652,3536,-506,186,68
2017-01-13_14:46:09.259,468,1667,3519,-289,185,38
2017-01-13_14:46:09.263,270,1681,3677,-295,160,43
2017-01-13_14:46:09.266,376,1515,3697,-1,149,31
2017-01-13_14:46:09.270,131,1679,3649,-239,33,244
2017-01-13_14:46:09.273,185,1532,3718,-232,-1,-8
2017-01-13_14:46:09.276,162,1481,3750,-184,-50,-57
2017-01-13_14:46:09.280,261,1569,3706,-206,-116,-24
2017-01-13_14:46:09.283,400,1478,3786,-171,-129,-34
2017-01-13_14:46:09.287,387,1400,3712,-129,-156,-68
2017-01-13_14:46:09.290,578,1336,3749,-60,-147,-55
2017-01-13_14:46:09.294,585,1355,3791,-38,-157,-47
2017-01-13_14:46:09.298,646,1416,3689,-38,-152,-64
2017-01-13_14:46:09.301,630,1422,3657,-21,-182,-53
2017-01-13_14:46:09.305,629,1463,3578,-7,-176,-69
2017-01-13_14:46:09.308,693,1419,3612,28,-181,-84
2017-01-13_14:46:09.312,712,1399,3399,76,-172,-44
2017-01-13_14:46:09.315,708,1378,3571,64,-149,-48
2017-01-13_14:46:09.320,697,1396,3567,78,-160,-37
2017-01-13_14:46:09.324,640,1425,3523,48,-165,-50
2017-01-13_14:46:09.327,602,1480,3550,66,-153,-69
2017-01-13_14:46:09.331,603,1508,3502,81,-144,-37
2017-01-13_14:46:09.334,572,1561,3488,96,-167,-35
2017-01-13_14:46:09.338,598,1582,3500,97,-141,-22
2017-01-13_14:46:09.341,556,1625,3459,35,-144,-64
2017-01-13_14:46:09.345,616,1669,3447,25,-120,-46
2017-01-13_14:46:09.349,669,1686,3443,-40,-93,-75
2017-01-13_14:46:09.352,626,1667,3423,217,-111,-53
2017-01-13_14:46:09.356,657,1689,3446,-61,-61,-101
2017-01-13_14:46:09.359,602,1678,3455,-65,-55,-85
2017-01-13_14:46:09.363,602,1643,3437,-101,-24,-52
2017-01-13_14:46:09.366,612,1665,3455,-105,-44,-93
2017-01-13_14:46:09.370,567,1630,3435,-162,-246,-79
2017-01-13_14:46:09.374,567,1609,3416,-133,245,-89
2017-01-13_14:46:09.377,548,1607,3467,-133,7,-74
2017-01-13_14:46:09.381,537,1615,3479,-142,19,-44
2017-01-13_14:46:09.384,537,1584,3540,-155,7,-68
2017-01-13_14:46:09.388,554,1542,3548,-145,8,-39
2017-01-13_14:46:08.664,979,1536,3532,-153,-230,119
2017-01-13_14:46:09.395,531,1503,3518,-144,-19,-83
2017-01-13_14:46:09.399,483,1499,3552,-129,-23,-74
2017-01-13_14:46:09.402,490,1506,3540,-84,-40,-91
2017-01-13_14:46:09.406,457,1545,3485,-96,-69,-102
2017-01-13_14:46:09.409,498,1551,3555,-90,-86,-71
2017-01-13_14:46:09.413,536,1554,3535,-95,-75,-64
2017-01-13_14:46:09.417,508,1569,3484,-88,-99,-123
2017-01-13_14:46:11.148,0,0,0,0,0,0
2017-01-13_14:46:11.152,0,0,0,213,-136,191
2017-01-13_14:46:11.155,751,1762,3473,-301,-448,92
2017-01-13_14:46:11.159,729,1785,3435,-141,-503,368
2017-01-13_14:46:11.163,728,2037,3436,-58,-754,236
2017-01-13_14:46:11.166,748,1769,3452,-158,-637,204
2017-01-13_14:46:11.170,719,1781,3442,-129,-36,-28
2017-01-13_14:46:11.174,785,1742,3423,-97,-27,-23
2017-01-13_14:46:11.177,1012,1752,3423,-78,-25,-31
2017-01-13_14:46:11.181,744,1783,3420,-91,-28,-44
2017-01-13_14:46:11.184,741,1786,3454,-116,-14,-40
2017-01-13_14:46:11.188,736,1762,3430,-131,-41,-65
2017-01-13_14:46:11.191,725,1767,3438,-131,-47,-6
2017-01-13_14:46:11.195,738,1774,3435,-73,-19,-39
2017-01-13_14:46:11.199,761,1762,3436,-85,-25,-28
2017-01-13_14:46:11.202,755,1761,3403,-70,-19,-55
2017-01-13_14:46:11.206,746,1753,3410,-118,-21,-20
2017-01-13_14:46:11.209,744,1753,3377,-116,-17,-54
2017-01-13_14:46:11.213,746,1750,3416,-120,-24,-18
2017-01-13_14:46:11.216,715,1768,3426,-105,-46,-49
2017-01-13_14:46:11.220,734,1791,3419,-90,-40,-35
2017-01-13_14:46:11.223,742,1770,3405,-106,-23,209
2017-01-13_14:46:11.227,755,1769,3405,-145,-24,-24
2017-01-13_14:46:11.231,746,1769,3402,-128,9,-48
2017-01-13_14:46:11.234,787,1779,3416,-143,5,-36
2017-01-13_14:46:11.238,512,1775,3418,-120,-247,-20
2017-01-13_14:46:11.241,760,1757,3411,-120,241,-45
2017-01-13_14:46:11.245,747,1751,3416,-110,251,-21
2017-01-13_14:46:11.248,723,1780,3455,-152,-4,-45
2017-01-13_14:46:11.252,694,1776,3448,-144,-6,-27
2017-01-13_14:46:11.255,696,1747,3425,-141,-4,-25
2017-01-13_14:46:11.260,684,1759,3424,-136,-40,-29
2017-01-13_14:46:11.263,711,1760,3466,-114,-26,-28
2017-01-13_14:46:11.267,706,1751,3441,-104,-20,-29
2017-01-13_14:46:11.270,708,1760,3446,-97,-12,-3
2017-01-13_14:46:11.274,722,1765,3455,-154,-39,-18
2017-01-13_14:46:11.277,720,1757,3434,-109,-32,-26
2017-01-13_14:46:11.281,735,1760,3511,-115,-35,-24
2017-01-13_14:46:11.285,747,1766,3484,-88,-57,230
2017-01-13_14:46:11.288,741,1780,3461,-80,-50,-253
2017-01-13_14:46:11.292,708,1763,3466,-129,-46,-244
2017-01-13_14:46:11.295,744,1798,3440,-120,-27,-20
2017-01-13_14:46:11.299,520,1795,3467,-103,-33,-2
2017-01-13_14:46:11.302,741,1789,3478,-110,-4,-10
2017-01-13_14:46:11.306,744,1804,3442,-82,-42,-27
2017-01-13_14:46:11.309,778,2045,3466,-118,-18,-18
2017-01-13_14:46:11.313,731,1807,3455,-93,-9,-7
2017-01-13_14:46:11.317,729,1782,3442,-160,-28,-11
2017-01-13_14:46:11.320,727,1759,3477,-134,-30,-38
2017-01-13_14:46:11.324,730,1801,3486,-130,-48,-22
2017-01-13_14:46:11.327,728,1545,3492,-97,-32,-7
2017-01-13_14:46:11.331,744,1799,3470,-125,-34,-26
2017-01-13_14:46:11.334,712,1793,3482,-136,-32,-11
2017-01-13_14:46:11.338,778,1788,3498,-152,-39,-29
2017-01-13_14:46:11.342,732,1765,3480,-136,-47,-11
2017-01-13_14:46:11.345,725,1795,3439,-140,-36,-28
2017-01-13_14:46:11.350,717,1766,3471,-93,-26,238
2017-01-13_14:46:11.353,743,1791,3483,-119,-49,-6
2017-01-13_14:46:11.357,732,1775,3490,-124,-32,234
2017-01-13_14:46:11.360,742,1778,3473,-146,-33,-3
2017-01-13_14:46:11.364,752,1737,3475,-119,-7,9
2017-01-13_14:46:11.367,761,1726,3445,-115,-36,-254
2017-01-13_14:46:11.371,738,1730,3474,-83,-30,-5
2017-01-13_14:46:11.374,747,1753,3451,-110,-18,-248
2017-01-13_14:46:11.377,731,1742,3434,-102,-44,-241
2017-01-13_14:46:11.381,728,1741,3424,-110,-52,-7
2017-01-13_14:46:11.385,706,1747,3450,-89,-52,-10
2017-01-13_14:46:11.388,681,1754,3405,-93,-43,250
2017-01-13_14:46:11.392,689,1751,3426,-68,-42,-237
2017-01-13_14:46:11.395,705,1771,3478,-100,-47,-1
2017-01-13_14:46:11.399,714,1746,3435,-82,-46,-238
2017-01-13_14:46:11.402,668,1773,3451,-116,-76,-26
2017-01-13_14:46:11.406,724,1798,3437,-121,-55,-32
2017-01-13_14:46:11.409,721,1791,3482,-95,-50,202
2017-01-13_14:46:11.413,745,2036,3414,-79,-24,-247
2017-01-13_14:46:11.417,751,1769,3451,-77,-55,-23
2017-01-13_14:46:11.420,757,1776,3403,-121,-37,-44
2017-01-13_14:46:11.424,731,1777,3423,-104,-52,-50
2017-01-13_14:46:11.427,739,1784,3450,-109,-10,-37
2017-01-13_14:46:11.432,729,1772,3453,-108,-31,-45
2017-01-13_14:46:11.435,715,1762,3427,-72,-29,-53
2017-01-13_14:46:11.439,720,1763,3450,-101,-21,-41
2017-01-13_14:46:11.443,713,1753,3454,-102,-50,-12
2017-01-13_14:46:11.446,705,1741,3433,-140,-41,-57
2017-01-13_14:46:11.450,757,1774,3421,-119,-48,-29
2017-01-13_14:46:11.453,716,1743,3448,-111,-54,-29
2017-01-13_14:46:11.457,748,1747,3448,-68,-40,-66
2017-01-13_14:46:11.461,751,1754,3448,-52,-52,169
2017-01-13_14:46:11.464,740,1794,3418,-125,-55,-21
2017-01-13_14:46:11.468,700,1777,3472,-139,-72,-3
2017-01-13_14:46:11.471,517,1812,3421,-119,-62,-24
2017-01-13_14:46:11.474,751,1751,3446,-91,-66,-22
2017-01-13_14:46:11.478,798,1770,3464,-100,-53,-55
2017-01-13_14:46:11.481,816,1764,3471,-83,-44,-41
2017-01-13_14:46:11.485,773,1747,3453,-104,-70,-7
2017-01-13_14:46:11.489,1006,1776,3464,-112,-41,-64
2017-01-13_14:46:11.492,794,1776,3440,-104,-26,-47
2017-01-13_14:46:11.496,773,1763,3448,-98,-36,-48
2017-01-13_14:46:11.499,788,1782,3459,-77,-40,4
2017-01-13_14:46:11.503,787,1792,3450,-90,-70,-248
2017-01-13_14:46:11.506,752,1754,3454,-86,-41,-34
2017-01-13_14:46:11.510,780,1792,3448,-144,-50,-36
2017-01-13_14:46:11.514,768,1758,3426,-120,-24,-22
2017-01-13_14:46:11.517,786,1751,3471,-101,-22,-43
2017-01-13_14:46:11.521,762,1760,3466,-71,-36,-57
2017-01-13_14:46:11.524,760,1742,3432,-57,-35,-45
2017-01-13_14:46:11.528,726,1743,3421,-127,-44,-18
2017-01-13_14:46:11.531,758,1724,3448,-101,-34,16
2017-01-13_14:46:11.535,722,1741,3452,-101,-52,-18
2017-01-13_14:46:11.539,754,1799,3460,-83,-44,-5
2017-01-13_14:46:11.543,747,1741,3458,-88,-49,-5
2017-01-13_14:46:11.547,745,1761,3452,-76,-37,-11
2017-01-13_14:46:11.550,733,1781,3466,-118,-37,-29
2017-01-13_14:46:11.554,750,1786,3463,-124,-19,-28
2017-01-13_14:46:11.557,714,1780,3437,-141,-42,-254
2017-01-13_14:46:11.561,760,2038,3444,-108,-34,-17
2017-01-13_14:46:11.565,740,1774,3475,-116,-33,-33
2017-01-13_14:46:11.568,729,1792,3432,-97,-12,-232
2017-01-13_14:46:11.571,761,1779,3460,-136,-35,-17
2017-01-13_14:46:11.575,746,1772,3436,-135,-18,4
2017-01-13_14:46:11.579,751,1769,3496,-158,213,-28
2017-01-13_14:46:11.582,745,1760,3440,-124,-10,-246
2017-01-13_14:46:11.586,767,1749,3476,-116,-16,-245
2017-01-13_14:46:11.589,725,1749,3429,-95,-29,-2
2017-01-13_14:46:11.593,714,1751,3443,-136,-54,-16
2017-01-13_14:46:11.596,728,1728,3445,-125,-35,-1
2017-01-13_14:46:11.600,751,1737,3430,-109,-41,222
2017-01-13_14:46:11.603,759,1748,3419,-73,-31,-16
2017-01-13_14:46:11.607,763,1758,3411,-89,-60,-27
2017-01-13_14:46:11.611,745,1735,3440,-73,-47,-249
2017-01-13_14:46:11.614,776,1752,3389,-93,-39,-9
2017-01-13_14:46:11.618,749,1755,3411,-92,-30,-12
2017-01-13_14:46:11.621,742,1769,3431,-95,-42,-17
2017-01-13_14:46:11.625,762,1752,3441,-81,-28,2
2017-01-13_14:46:11.628,775,1777,3418,-85,-29,-20
2017-01-13_14:46:11.632,752,1776,3412,-66,-39,-37
2017-01-13_14:46:11.636,758,1799,3431,-107,-27,-28
2017-01-13_14:46:11.639,752,1764,3425,-110,-11,-35
2017-01-13_14:46:11.643,728,1799,3416,-131,-46,-19
2017-01-13_14:46:11.646,766,1765,3434,-92,-1,-14
2017-01-13_14:46:11.650,778,1785,3472,-91,-20,-31
2017-01-13_14:46:11.653,752,1769,3423,-79,-13,223
2017-01-13_14:46:11.658,742,1768,3415,-108,-254,-25
2017-01-13_14:46:11.661,730,1769,3426,-142,-13,222
2017-01-13_14:46:11.665,740,1824,3473,-111,-253,5
2017-01-13_14:46:11.668,735,1826,3428,-139,-247,-14
2017-01-13_14:46:11.671,762,1801,3414,-125,-11,220
2017-01-13_14:46:11.675,759,1824,3433,-140,-254,-5
2017-01-13_14:46:11.678,518,1858,3459,-145,255,2
2017-01-13_14:46:11.683,813,1839,3427,-190,8,5
2017-01-13_14:46:11.686,879,1903,3441,-216,27,-22
2017-01-13_14:46:11.689,911,1801,3468,-177,52,-14
2017-01-13_14:46:11.693,880,1790,3451,-194,50,232
2017-01-13_14:46:11.697,875,1797,3454,-193,64,-44
2017-01-13_14:46:11.701,822,1797,3420,-231,95,-4
2017-01-13_14:46:11.704,883,1868,3405,-25,79,9
2017-01-13_14:46:11.708,795,1843,3414,-281,101,22
2017-01-13_14:46:11.711,848,1891,3406,-44,141,27
2017-01-13_14:46:11.715,851,1909,3439,-268,163,38
2017-01-13_14:46:11.719,895,1893,3421,-311,178,57
2017-01-13_14:46:11.722,909,1904,3460,-317,199,66
2017-01-13_14:46:11.726,861,1924,3431,-378,201,64
2017-01-13_14:46:11.729,860,1926,3405,-402,222,71
2017-01-13_14:46:11.733,864,1928,3440,-418,487,95
2017-01-13_14:46:11.736,854,1970,3423,-402,274,92
2017-01-13_14:46:11.740,811,1967,3460,-440,279,100
2017-01-13_14:46:11.744,815,1962,3438,-472,296,121
2017-01-13_14:46:11.747,807,1928,3423,-272,291,124
2017-01-13_14:46:11.751,784,1911,3448,-519,309,118
2017-01-13_14:46:11.754,805,1893,3507,-522,294,121
2017-01-13_14:46:11.758,815,1854,3507,-500,331,130
2017-01-13_14:46:11.761,837,1814,3493,-493,333,141
2017-01-13_14:46:11.765,943,1700,3525,-761,373,174
2017-01-13_14:46:11.768,862,1729,3527,-521,392,179
2017-01-13_14:46:11.772,760,1757,3436,-523,376,177
2017-01-13_14:46:11.776,733,1788,3432,-494,359,209
2017-01-13_14:46:11.779,814,1779,3467,-479,372,191
2017-01-13_14:46:11.783,711,1882,3436,-766,348,192
2017-01-13_14:46:11.787,672,1889,3483,-536,297,202
2017-01-13_14:46:11.790,627,1854,3519,-573,302,226
2017-01-13_14:46:11.794,614,1826,3527,-566,289,223
2017-01-13_14:46:11.797,568,1813,3541,-569,285,192
2017-01-13_14:46:11.801,603,1773,3550,-533,5,184
2017-01-13_14:46:11.804,614,1758,3544,-524,252,176
2017-01-13_14:46:11.808,789,1776,3570,-566,29,231
2017-01-13_14:46:11.811,708,1719,3562,-553,286,203
2017-01-13_14:46:11.815,755,1728,3807,-578,288,215
2017-01-13_14:46:11.819,686,1708,3503,-544,309,189
2017-01-13_14:46:11.822,706,1714,3527,-530,298,227
2017-01-13_14:46:11.826,739,1686,3567,-543,319,198
2017-01-13_14:46:11.829,682,1681,3485,-556,305,213
2017-01-13_14:46:11.833,700,1675,3489,-602,340,196
2017-01-13_14:46:11.836,641,1669,3522,-609,321,206
2017-01-13_14:46:11.840,618,1688,3477,-607,317,247
2017-01-13_14:46:11.844,697,1678,3507,-570,334,225
2017-01-13_14:46:11.847,674,1647,3497,-579,336,244
2017-01-13_14:46:11.851,682,1593,3560,-607,348,267
2017-01-13_14:46:11.854,685,1550,3544,-643,393,260
2017-01-13_14:46:11.858,692,1512,3538,-633,404,67
2017-01-13_14:46:11.862,717,1489,3587,-609,421,268
2017-01-13_14:46:11.865,669,1450,3545,-571,421,278
2017-01-13_14:46:11.869,583,1365,3604,-554,449,285
2017-01-13_14:46:11.872,608,1358,3578,-542,451,283
2017-01-13_14:46:11.876,530,1287,3556,-759,423,297
2017-01-13_14:46:11.880,490,1248,3560,-485,435,261
2017-01-13_14:46:11.883,413,1280,3531,-449,418,228
2017-01-13_14:46:11.887,339,1250,3536,-415,375,255
2017-01-13_14:46:11.890,367,1243,3555,-369,327,238
2017-01-13_14:46:11.894,302,1176,3551,-320,321,227
2017-01-13_14:46:11.898,316,1156,3560,-316,265,189
2017-01-13_14:46:11.901,268,1147,3583,-294,237,201
2017-01-13_14:46:11.905,490,1149,3602,-218,207,190
2017-01-13_14:46:11.908,269,1119,3590,-168,204,167
2017-01-13_14:46:11.912,261,1128,3590,-93,152,176
2017-01-13_14:46:11.915,264,1047,3582,-104,127,144
2017-01-13_14:46:11.919,189,1051,3338,-74,70,121
2017-01-13_14:46:11.923,200,1053,3571,-64,43,104
2017-01-13_14:46:11.926,215,1101,3567,24,-10,85
2017-01-13_14:46:11.930,111,1104,3540,36,-91,75
2017-01-13_14:46:11.933,221,1116,3552,57,-62,65
2017-01-13_14:46:11.937,240,1164,3566,68,-144,37
2017-01-13_14:46:11.941,321,1173,3607,64,-97,40
2017-01-13_14:46:11.944,390,1213,3597,33,-51,49
2017-01-13_14:46:11.947,430,1192,3572,75,-79,43
2017-01-13_14:46:11.951,477,1207,3613,64,-7,61
2017-01-13_14:46:11.954,572,1257,3680,77,-13,29
2017-01-13_14:46:11.958,605,1253,3696,49,30,62
2017-01-13_14:46:11.962,648,1278,3711,15,65,29
2017-01-13_14:46:11.966,609,1242,3677,229,65,43
2017-01-13_14:46:11.969,625,1268,3703,8,67,31
2017-01-13_14:46:11.972,607,1296,3685,233,143,26
2017-01-13_14:46:11.976,567,1232,3686,-5,154,18
2017-01-13_14:46:11.980,538,1267,3703,-27,169,49
2017-01-13_14:46:11.983,620,1314,3691,-63,190,38
2017-01-13_14:46:11.987,554,1227,3715,-77,216,-248
2017-01-13_14:46:11.990,257,1236,3715,-40,192,26
2017-01-13_14:46:11.994,423,1278,3741,-18,194,16
2017-01-13_14:46:11.997,397,1338,3702,-52,164,-242
2017-01-13_14:46:12.001,423,1378,3703,-56,144,-6
2017-01-13_14:46:12.005,383,1345,3755,-59,156,-17
